,Parameter,Parameter,Parameter,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output
216,0.00616,0.000418182,0.0000109,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.196659783,0.809540674,3.180740838,1.159741747,0.24249971,1.148509969,0.079882746,0.90388816,1.503132282,0.84058763,0.408511408,1.570606365
217,0.00616,0.000418182,0.0003739,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.196737588,0.809540674,3.124754722,1.149786597,0.25427818,1.162762179,0.096897081,0.90388816,1.52215343,0.850483647,0.415379623,1.613662094
218,0.00616,0.000418182,0.0007369,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.196737586,0.809540674,3.124753258,1.149786597,0.254277399,1.162762179,0.113521071,0.934655828,1.544573854,0.882678441,0.591806215,1.797482966
219,0.00616,0.000418182,0.0010999,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.196737586,0.809540674,3.124753258,1.149786597,0.254277399,1.162762179,0.113521071,0.934655828,1.544573854,0.882678441,0.591806215,1.797482966
220,0.00616,0.000518182,0.0000109,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.183634299,0.810527641,3.33112912,1.168962955,0.15915927,0.963876672,0.079830787,0.870822561,1.627623451,0.55799348,0.304132857,1.374304598
221,0.00616,0.000518182,0.0003739,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.208138479,0.810527641,3.236656871,1.145792368,0.178190632,1.005716521,0.089558534,0.901723405,2.110565283,0.769558781,0.440507345,1.627146018
222,0.00616,0.000518182,0.0007369,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.208138217,0.810527641,3.236695905,1.145792368,0.178161104,1.005687494,0.089563197,0.901723405,2.106315553,0.769414986,0.439673956,1.626130866
223,0.00616,0.000518182,0.0010999,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.208138277,0.810527641,3.236683512,1.145792368,0.178169056,1.005694698,0.089573719,0.901723405,2.116016988,0.768576068,0.440868599,1.627427263
224,0.00616,0.000618182,0.0000109,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.162280977,0.838585243,3.418513883,1.156358205,0.326976284,1.27061558,0.088915367,0.901723405,1.850738815,0.824505759,0.457867328,1.590422643
225,0.00616,0.000618182,0.0003739,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.181433074,0.838585243,3.312199252,1.136784374,0.372883064,1.300368412,0.083799374,0.934655828,1.473283123,0.948867079,0.572097601,1.792266505
226,0.00616,0.000618182,0.0007369,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.181433172,0.838585243,3.312262403,1.136784374,0.372866091,1.300365683,0.083807017,0.934655828,1.472372527,0.9500854,0.571682445,1.79248344
227,0.00616,0.000618182,0.0010999,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.181433109,0.838585243,3.312261242,1.136784374,0.372855512,1.300356404,0.10612593,0.934655828,1.498790231,0.930269343,0.583597452,1.79308943
228,0.00616,0.000718182,0.0000109,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.168329908,0.838585243,3.488165087,1.199720628,0.335429592,1.336981815,0.116156915,0.90388816,2.187954992,0.84409644,0.407990606,1.699006665
229,0.00616,0.000718182,0.0003739,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.168133645,0.838585243,3.430763958,1.186161548,0.358095565,1.352032069,0.109081028,0.934655828,1.858809528,0.747306044,0.534496621,1.913381699
230,0.00616,0.000718182,0.0007369,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.168133623,0.838585243,3.430750351,1.186161548,0.358093674,1.352035385,0.10916031,0.934655828,1.878000685,0.744004678,0.535437516,1.915155257
231,0.00616,0.000718182,0.0010999,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.168133623,0.838585243,3.430750351,1.186161548,0.358093674,1.352035385,0.10916031,0.934655828,1.878000685,0.744004678,0.535437516,1.915155257
232,0.00616,0.000818182,0.0000109,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.208484898,0.839602487,3.614482199,1.258856473,0.29046601,1.274059315,0.103686336,0.901723405,2.278157531,0.784932363,0.458032432,1.688860495
233,0.00616,0.000818182,0.0003739,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.208343287,0.839602487,3.543034877,1.21922349,0.318215337,1.296827332,0.095590466,0.934655828,1.652307705,0.842738905,0.569510068,1.877587131
234,0.00616,0.000818182,0.0007369,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.208343267,0.839602487,3.543029685,1.219187564,0.318227896,1.29683709,0.103349908,0.902805236,1.896903852,0.770239738,0.402610068,1.659463903
235,0.00616,0.000818182,0.0010999,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.2083433,0.839602487,3.543012647,1.219181525,0.318237965,1.29683711,0.103538047,0.902805236,1.820155244,0.798816845,0.412037721,1.645191395
236,0.00616,0.000918182,0.0000109,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.195248068,0.839602487,3.836412154,1.358196443,0.273422519,1.227438324,0.115824177,1.002349579,1.630263898,1.098524376,0.819404564,2.172446102
237,0.00616,0.000918182,0.0003739,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.195248068,0.839602487,3.836412154,1.358196443,0.273422519,1.227438324,0.115824177,1.002349579,1.630263898,1.098524376,0.819404564,2.172446102
238,0.00616,0.000918182,0.0007369,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.195248068,0.839602487,3.836412154,1.358196443,0.273422519,1.227438324,0.115824177,1.002349579,1.630263898,1.098524376,0.819404564,2.172446102
239,0.00616,0.000918182,0.0010999,0.119755739,1.170740259,1.774487791,0.728366458,1.759497243,2.382353195,0.195248068,0.839602487,3.836412154,1.358196443,0.273422519,1.227438324,0.115824177,1.002349579,1.630263898,1.098524376,0.819404564,2.172446102
240,0.00737,1.81818E-05,0.0000109,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.218911877,0.822651985,5.121999805,1.777669413,0.503911002,1.240465892,0.121729366,0.902805236,1.736201295,0.926535777,0.446345153,1.821092068
241,0.00737,1.81818E-05,0.0003739,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.209910427,0.854161216,4.143034584,1.493360843,0.9349646,1.563653865,0.092431203,0.840824395,2.569949305,0.918139795,0.129598086,1.069365514
242,0.00737,1.81818E-05,0.0007369,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.208918387,0.854161216,3.649551381,1.354381591,1.240943955,1.910750837,0.07947004,0.870822561,1.112045062,0.502943235,0.238425453,1.404444382
243,0.00737,1.81818E-05,0.0010999,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.208918387,0.854161216,4.039702806,2.045787114,1.41588077,2.172479447,0.066916892,0.870822561,0.667868806,0.29627508,0.242590277,1.433778806
244,0.00737,0.000118182,0.0000109,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.222557013,0.79311352,4.565558285,1.567341162,0.238493573,1.136053505,0.109230015,0.869773204,3.238371451,1.328476669,0.586918482,2.203815899
245,0.00737,0.000118182,0.0003739,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.19945665,0.823652664,3.122880212,1.21783934,0.724972195,1.40770953,0.118719409,0.870822561,6.205440791,2.257531212,0.614068926,2.128981119
246,0.00737,0.000118182,0.0007369,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.208918387,0.822651985,3.614314834,1.643155933,1.122577324,1.737084891,0.083255778,0.870822561,0.991770599,0.532698843,0.243583579,1.405354498
247,0.00737,0.000118182,0.0010999,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.208918387,0.823652664,3.616547909,1.9282946,1.125273197,1.803015155,0.083817184,0.870822561,1.381459896,0.716842015,0.253184996,1.436849047
248,0.00737,0.000218182,0.0000109,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.236773526,0.79311352,4.023988212,1.331675157,0.299222128,1.225508611,0.108556863,0.934655828,1.526549105,0.736330011,0.470491858,1.74309378
249,0.00737,0.000218182,0.0003739,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.218655359,0.794083206,3.831817112,1.297026893,0.333736058,1.263797997,0.096081219,0.871872993,2.651318245,1.044244055,0.240656138,1.325248191
250,0.00737,0.000218182,0.0007369,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.198326409,0.821652349,3.718635545,1.287110672,0.477595457,1.214702403,0.108431087,0.871872993,2.065696698,0.929295274,0.234361502,1.345429304
251,0.00737,0.000218182,0.0010999,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.191087082,0.822651985,3.576611581,1.264460641,0.458089983,1.23661925,0.093214451,0.870822561,1.576276777,0.697336652,0.229952598,1.35251884
252,0.00737,0.000318182,0.0000109,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.186242632,0.838585243,3.053780728,1.094128664,0.471826824,1.325399491,0.090047131,0.901723405,2.231882374,0.724506853,0.390061791,1.558850116
253,0.00737,0.000318182,0.0003739,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.207488811,0.838585243,2.87899611,1.071491208,0.546997703,1.36011952,0.052465109,0.870822561,0.537755038,0.30442973,0.229455481,1.370021461
254,0.00737,0.000318182,0.0007369,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.19788837,0.810527641,2.730244418,1.053633582,0.544146535,1.3588456,0.060256129,0.869773204,0.581360375,0.326324787,0.22557738,1.3798178
255,0.00737,0.000318182,0.0010999,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.208129838,0.810527641,2.593661003,1.030743786,0.625855024,1.389015771,0.052130431,0.869773204,0.549079416,0.301094438,0.232109169,1.407635248
256,0.00737,0.000418182,0.0000109,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.17440155,0.840620783,2.54152881,1.007492193,0.339085033,1.272366428,0.108243389,0.934655828,1.4236629,0.839483989,0.486987211,1.799777456
257,0.00737,0.000418182,0.0003739,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.175482632,0.839602487,2.393317776,0.989411844,0.386939935,1.306783497,0.09471846,0.870822561,2.103892167,1.031692364,0.258184725,1.424309523
258,0.00737,0.000418182,0.0007369,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.195706014,0.810527641,2.245631794,0.971789052,0.435884186,1.30851893,0.093242861,0.870822561,1.6917974,0.864420889,0.265764313,1.447898551
259,0.00737,0.000418182,0.0010999,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.195515572,0.811515643,2.121348448,0.948731061,0.487476635,1.339395427,0.069974696,0.870822561,1.320591864,0.714218262,0.259073515,1.456496979
260,0.00737,0.000518182,0.0000109,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.206462022,0.839602487,2.206613449,0.957457906,0.586620082,1.406756882,0.080059602,0.871872993,0.828215656,0.424673048,0.278784075,1.485588529
261,0.00737,0.000518182,0.0003739,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.20675714,0.839602487,2.690970658,1.340943827,0.666343558,1.447668915,0.092502308,0.869773204,1.718701384,0.875413617,0.293922344,1.580305535
262,0.00737,0.000518182,0.0007369,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.207192999,0.838585243,3.095469676,1.675944783,0.727456294,1.475426102,0.09282904,0.86872492,1.778254785,0.881034045,0.302695721,1.591930941
263,0.00737,0.000518182,0.0010999,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.207631769,0.838585243,3.540939479,1.996140092,0.79473856,1.499203268,0.086345966,0.86872492,1.870693915,0.923026786,0.299031552,1.575348825
264,0.00737,0.000618182,0.0000109,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.218400659,0.869563641,2.513264948,0.993489886,0.684366271,1.400044427,0.109775274,1.038287405,1.451902796,0.907278877,1.054101751,2.576761539
265,0.00737,0.000618182,0.0003739,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.218158964,0.840620783,2.962670846,1.416413499,0.718292242,1.40280413,0.076754192,0.869773204,1.297188822,0.667638285,0.304352808,1.577175768
266,0.00737,0.000618182,0.0007369,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.218297661,0.839602487,3.340355411,1.689362485,0.757246498,1.419993458,0.076747937,0.86872492,1.396898686,0.716693007,0.315038109,1.597964144
267,0.00737,0.000618182,0.0010999,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.218509141,0.840620783,3.794198724,1.961219666,0.806556684,1.43659494,0.092628173,0.839805888,1.443308483,0.74118488,0.061034349,0.634513898
268,0.00737,0.000718182,0.0000109,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.208918387,0.869563641,3.458705146,1.790090988,0.59333763,1.357494283,0.044891668,0.869773204,0.50508613,0.283798907,0.274673629,1.514472703
269,0.00737,0.000718182,0.0003739,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.208918387,0.869563641,3.652305361,1.864270299,0.599088296,1.364778742,0.084713409,0.86872492,1.615423516,0.813958501,0.316124942,1.6030337
270,0.00737,0.000718182,0.0007369,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.237012113,0.840620783,3.877892965,2.029192968,0.592733468,1.321942989,0.092749773,0.86872492,1.729689167,0.861697877,0.3163689,1.607436571
271,0.00737,0.000718182,0.0010999,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.237240621,0.840620783,4.19615055,2.074678506,0.627949064,1.341081122,0.092612212,0.869773204,1.77461076,0.879764214,0.321977549,1.621303087
272,0.00737,0.000818182,0.0000109,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.196815103,0.869563641,1.40689642,0.697077938,0.356164101,1.067845962,0.108498024,0.970884478,1.340594306,0.877408898,0.619604098,2.058463924
273,0.00737,0.000818182,0.0003739,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.196996454,0.869563641,1.541037577,0.684492382,0.452145416,1.13173217,0.0613368,0.870822561,1.000088726,0.532866254,0.270584068,1.505424548
274,0.00737,0.000818182,0.0007369,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.206912163,0.839602487,1.69743572,0.716814194,0.459946196,1.115049187,0.075800381,0.869773204,1.087621325,0.578850235,0.288188108,1.533525314
275,0.00737,0.000818182,0.0010999,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.20715988,0.840620783,2.025593293,0.993239684,0.528526098,1.158699236,0.076158972,0.869773204,1.192571712,0.626875586,0.297601202,1.55964629
276,0.00737,0.000918182,0.0000109,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.208918387,0.839602487,8.393556335,4.580866087,0.879505142,1.541115685,0.070898898,0.934655828,1.570272358,0.739256783,0.360873961,1.309046677
277,0.00737,0.000918182,0.0003739,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.208918387,0.869563641,9.304446856,4.980427758,0.972693288,1.651010544,0.104523279,0.936886644,1.688019317,0.735255385,0.254248277,0.859773976
278,0.00737,0.000918182,0.0007369,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.221377747,2.906793344,4.115937228,1.659942407,0.164636144,1.447781078,0.120960582,3.591653524,4.247275738,1.926985716,1.124489006,2.019215816
279,0.00737,0.000918182,0.0010999,0.119756212,1.170740259,1.775604765,0.728907087,1.758686186,2.384986842,0.208918387,0.869563641,8.970632897,4.839084461,0.965604614,1.648074855,0.125455229,1.005896893,2.022394784,0.865831849,0.785575907,1.366429899
280,0.00858,1.81818E-05,0.0000109,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.464116514,6.703056632,2.709312843,1.333521307,2.279327128,0.082901973,0.809737816,1.649101678,0.964747391,0.41703861,0.975677599
281,0.00858,1.81818E-05,0.0003739,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.95975965,6.696942302,2.709403543,0.486235604,1.404221798,0.106159167,0.791951412,6.178482061,2.151981208,0.304445203,1.460070681
282,0.00858,1.81818E-05,0.0007369,0.125860559,1.790555511,2.053804964,0.855586929,0.417101185,1.893080967,0.19444668,2.703018046,1.081700841,0.693165893,0.327141962,0.989359979,0.120467747,5.303987391,4.213911955,1.901534558,0.735798081,2.47967256
283,0.00858,1.81818E-05,0.0010999,0.125860559,1.790555511,2.053804964,0.855586929,0.417101185,1.893080967,0.208918387,0.859131099,6.781180349,2.726256203,0.788216141,1.951096323,0.116828811,0.840824395,3.267720217,1.127166494,0.302329225,1.532341315
284,0.00858,0.000118182,0.0000109,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.462534733,6.702753328,2.709312653,1.333552199,2.24106315,0.108890509,0.839805888,1.972114796,1.132343703,0.42315979,0.938094901
285,0.00858,0.000118182,0.0003739,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.326659524,6.704447308,2.709297756,1.563783533,2.193025837,0.129846818,1.114584429,2.974990542,1.363501834,1.965161426,2.521053742
286,0.00858,0.000118182,0.0007369,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.326659524,6.704388043,2.709297756,1.590350336,2.172065599,0.125455229,1.117160011,2.664560549,1.193559071,1.380482972,2.39381619
287,0.00858,0.000118182,0.0010999,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,0.825657152,6.777803474,2.728733033,0.7368681,1.978549031,0.125455229,1.114584429,3.004611385,1.349854337,1.700523655,2.493634944
288,0.00858,0.000218182,0.0000109,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.940677086,6.697208121,2.70939825,0.581954064,1.618173125,0.0856273,0.809737816,1.986181975,1.071720957,0.30651323,0.820527587
289,0.00858,0.000218182,0.0003739,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.940677086,6.697208121,2.70939825,0.581954064,1.618173125,0.125455229,1.08027606,2.960591186,1.261501767,0.80580348,1.706633081
290,0.00858,0.000218182,0.0007369,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.940677086,6.697208121,2.70939825,0.581954064,1.618173125,0.120195356,1.153716896,2.664491531,1.253008761,2.325226151,2.620900713
291,0.00858,0.000218182,0.0010999,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.940677086,6.697208121,2.70939825,0.581954064,1.618173125,0.120195206,1.153716896,2.672892159,1.256576896,2.323451166,2.621180514
292,0.00858,0.000318182,0.0000109,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.209489267,2.571088665,1.5988238,0.644418518,0.283977873,0.976333984,0.120838116,6.3619376,4.16596413,1.909062342,1.158609984,2.088340098
293,0.00858,0.000318182,0.0003739,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.37590863,6.703878662,2.709302867,1.461800173,2.16404025,0.065590176,0.871872993,4.704793143,1.519940936,0.360532114,1.602904853
294,0.00858,0.000318182,0.0007369,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.195865232,2.44583889,7.066095604,2.195986546,0.453238357,1.335022884,0.124455928,4.760465908,4.020866488,1.8376047,0.114808646,0.916167054
295,0.00858,0.000318182,0.0010999,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.381968827,6.703802719,2.709303518,1.440412543,2.169445878,0.057645862,0.794859858,4.411905265,1.33622246,0.216479799,1.372975711
296,0.00858,0.000418182,0.0000109,0.12564286,1.816038841,2.057458957,0.855568915,0.529297054,2.168886894,0.217496584,2.703018046,4.299687075,2.221552049,0.589057863,1.240819831,0.120482326,6.599993477,5.510509796,2.189898724,0.673332581,1.745114961
297,0.00858,0.000418182,0.0003739,0.12564286,1.816038841,2.057458957,0.855568915,0.529297054,2.168886894,0.195417632,2.571088665,5.167154284,1.825479634,0.198319998,0.883915847,0.124684127,3.115941025,4.15736427,1.890422964,0.732436244,2.412012821
298,0.00858,0.000418182,0.0007369,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.93307449,6.697308666,2.709396203,0.656338217,1.740111726,0.065304968,0.884349541,2.178652171,0.734466931,0.116435682,0.783508739
299,0.00858,0.000418182,0.0010999,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.93307449,6.697308666,2.709396203,0.656338217,1.740111726,0.104125596,0.950139222,1.20018326,0.429100034,0.341054872,0.924322344
300,0.00858,0.000518182,0.0000109,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.207408076,2.700801656,4.820574813,2.175575802,0.458666303,1.209520376,0.12075235,2.652185851,4.228066517,1.926740987,0.673503655,2.937643045
301,0.00858,0.000518182,0.0003739,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.195500738,2.573268858,4.442689617,1.629916335,0.327067261,0.873163874,0.123806088,3.173104072,4.163989238,1.898915073,0.582950364,2.091707594
302,0.00858,0.000518182,0.0007369,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.566227452,6.701771954,2.709325972,1.668382543,2.388953876,0.088517828,0.869773204,0.84068269,0.350822265,0.291128642,1.426241896
303,0.00858,0.000518182,0.0010999,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.221344661,1.210310113,5.997050825,2.417866552,0.594875328,1.669859553,0.087860005,0.870822561,0.647879265,0.270773394,0.10390505,0.74895462
304,0.00858,0.000618182,0.0000109,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.462534733,6.702292082,2.709312653,1.09450486,2.229009745,0.120483037,1.053937171,3.404426597,1.570276431,0.832531312,2.191090198
305,0.00858,0.000618182,0.0003739,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.462534733,6.702216721,2.709312653,1.161530288,2.135504705,0.125455229,1.114584429,2.979761994,1.392824046,1.942107589,2.363481314
306,0.00858,0.000618182,0.0007369,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.462534733,6.702213324,2.709312653,1.169023396,2.124914343,0.125455229,1.114584429,2.936485404,1.375787688,1.969150129,2.425176185
307,0.00858,0.000618182,0.0010999,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,1.462534733,6.702213343,2.709312653,1.168990175,2.124959987,0.129653611,1.114584429,2.895235407,1.34076866,1.845161985,2.355360077
308,0.00858,0.000718182,0.0000109,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.237208154,2.012207232,5.615606724,2.312985331,1.949602884,1.920122172,0.125455229,3.62572742,4.235723339,1.91702813,0.288898293,1.385089758
309,0.00858,0.000718182,0.0003739,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.221352,3.106804314,5.105527199,2.078308395,0.719761684,1.606379931,0.120900134,2.293985092,4.176504575,1.920721505,1.762699827,2.883461189
310,0.00858,0.000718182,0.0007369,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.221357032,3.109088219,5.076281724,2.070907099,0.725571651,1.64513708,0.12021921,6.232218933,4.181015643,1.910026324,0.490383372,1.80817956
311,0.00858,0.000718182,0.0010999,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.221398029,3.109088219,5.030507755,2.030740947,0.683163627,1.711545312,0.120761394,4.165268608,4.207422074,1.907194856,1.295649654,2.922028637
312,0.00858,0.000818182,0.0000109,0.115069822,1.170740259,1.825799779,0.752697424,1.87962844,2.659281741,0.199709703,0.824654387,4.717984534,1.675124872,0.393913786,1.304430026,0.125455229,4.270969509,4.245227298,1.926824481,3.022566417,3.003632104
313,0.00858,0.000818182,0.0003739,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.2212704,1.781508912,5.463078685,2.26324512,2.089664532,2.17789968,0.12015117,3.9702564,4.194687098,1.919729236,1.133578159,2.09831401
314,0.00858,0.000818182,0.0007369,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.221270264,1.781508912,5.489800693,2.272282357,2.116651605,2.180245515,0.123898778,3.287624863,4.129995713,1.877509181,0.422604831,1.357987184
315,0.00858,0.000818182,0.0010999,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.221264105,1.83253928,5.40804153,2.219875064,1.886709636,1.955267192,0.120181944,3.393016825,4.155986714,1.887107644,0.433257316,1.780138109
316,0.00858,0.000918182,0.0000109,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.221104704,2.010265084,5.50529517,2.255570347,2.099134924,1.982743217,0.120978873,4.209911136,4.25193009,1.919608505,0.944592447,2.015615073
317,0.00858,0.000918182,0.0003739,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,3.104520595,5.056323873,2.070641093,0.677797706,1.604502097,0.124222844,3.530167144,4.180174097,1.911539094,0.680630961,2.525622688
318,0.00858,0.000918182,0.0007369,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.208918387,3.104520595,5.042662444,2.066955967,0.662605056,1.58975433,0.120986038,3.493652055,4.197147591,1.918129381,1.354482856,2.589425274
319,0.00858,0.000918182,0.0010999,0.119756452,1.170740259,1.776625162,0.729144554,1.754010562,2.380821166,0.221385948,3.104520595,5.08418805,2.086604594,0.706927507,1.643051237,0.124211441,2.390512006,4.172834073,1.900478846,0.469790399,1.253756991
320,0.00979,1.81818E-05,0.0000109,0.11975703,1.170740259,1.777520086,0.729144554,1.74908766,2.378811261,0.198976957,0.80855474,4.755005566,1.65490739,0.346172306,1.149868368,0.102474277,0.901723405,1.965573512,0.960018792,0.497123981,1.952112254
321,0.00979,1.81818E-05,0.0003739,0.115069822,1.170740259,1.825799779,0.752697424,1.87962844,2.659281741,0.199709703,0.824654387,4.717984534,1.675124872,0.393913786,1.304430026,0.125455229,4.270969509,4.245227298,1.926824481,3.022566417,3.003632104
322,0.00979,1.81818E-05,0.0007369,0.11975703,1.170740259,1.777520086,0.729144554,1.74908766,2.378811261,0.195990232,0.794083206,4.192478516,1.413783707,0.470294497,1.249852381,0.068146067,0.839805888,1.260006098,0.413491216,0.224829849,1.370639883
323,0.00979,1.81818E-05,0.0010999,0.11975703,1.170740259,1.777520086,0.729144554,1.74908766,2.378811261,0.200138415,0.794083206,3.693000717,1.326126857,0.80511495,1.433203779,0.116082204,0.901723405,2.293805822,0.7431828,0.458099931,1.577280107
324,0.00979,0.000118182,0.0000109,0.11975703,1.170740259,1.777520086,0.729144554,1.74908766,2.378811261,0.223025417,0.792144857,4.702546624,1.643962784,0.24352072,1.075739603,0.090794696,0.901723405,2.081137343,0.928375934,0.494287011,1.970299407
