,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output
218,1.1,1230.49,-4.4,0,1.1,1.05E-05,3181.520432,0.00037672,316741.9865,1.083831861,0.085055885,1.077390475,0.521458511,0.066647175,5.388888888,7485.239905,0.000367345,9.07E-07,0.006931389,6.12E-07,0.000396695,5.12E-07,0.445941939,0.31822083,0.534463407,0.091248125,0.104231296,1.006198595,3.904936123,1.01800334,1.149923904,1.875621531,0.218951333,0.93861346,5.899251046,2.524906579,1.403741668,2.136663081,0.120168152,1.282260186,5.136126783,2.147652134,3.856987908,3.194109489
219,1.1,992.1760985,-4.4,0,0,9.88E-06,3789.825126,1.86E-05,284168.0322,0.69851665,0.21474455,0.05068848,0.218508603,1.014353863,2.984784425,113022.5429,0.000910524,8.90E-07,0.008337053,7.54E-07,0.000651488,5.78E-07,0.500591342,0.2489262,0.110544556,0.074331255,0.125451512,1.069286724,2.608007998,1.029441337,1.143034195,2.584548202,0.23619396,1.321376207,3.665505959,1.512826235,1.823270366,2.495361441,0.12040942,1.569205652,4.658784912,2.037740727,3.851784376,3.266233743
220,0,1058.745192,3.3,0,0,6.41E-06,3601.408324,0.000715302,287343.9313,0.865046211,0.061102241,1.664319361,1.615764356,1.438476314,5.489450569,50666.21001,0.000191308,7.90E-07,0.005883374,4.68E-07,0.000959329,3.49E-07,0.185225413,0.142598298,0.14339752,0.051200726,0.120008078,1.075675407,1.833772228,0.716637668,1.984000759,2.914411581,0.208918386,0.902077335,11.55541225,6.005034613,0.648054759,1.558872153,0.097812581,0.809217894,0.34786113,0.225104958,0.040264836,0.747808526
221,2.2,1060.089462,3.3,1.1,1.1,9.91E-06,3710.187089,0.000982195,295865.0812,0.918289452,0.065119186,1.068868206,2.154832352,1.718912177,3.616087387,193341.6076,0.000823818,9.63E-08,0.009498827,8.88E-07,0.000247778,7.30E-08,0.172217525,0.15035936,0.412059494,0.066800127,0.12110759,1.462114874,1.779775681,0.724939368,0.919655213,2.29110223,0.221006139,0.904467546,6.213939834,2.58384976,1.930906165,2.32665253,0.120422257,5.440631968,4.139879076,1.91060899,2.813100488,3.088640791
222,1.1,1364.116849,1.1,1.1,1.1,6.64E-07,3222.671971,0.0007588,290610.2059,0.877427601,0.068795299,0.956195239,1.3869171,0.734922645,1.114270466,134338.7274,0.000223301,7.55E-07,0.007061713,1.56E-07,0.001028814,6.60E-07,0.405646615,0.323991144,0.35176763,0.016450587,0.125579056,1.202960237,2.11960225,0.824680057,2.493544377,3.162006849,0.208918386,0.852750493,5.204678337,2.081304935,1.631807902,2.395327904,0.120213391,5.585586834,4.949992282,1.920092326,2.099796053,3.149592035
223,1.1,1540.704021,1.1,0,1.1,5.92E-06,3802.700561,0.00106452,286232.6301,0.868641498,0.593439704,0.42752845,0.192811401,1.781745625,0.229219853,85824.55228,0.000684757,6.17E-08,0.008215826,8.19E-08,0.00050582,6.65E-07,0.425761994,0.493484099,0.169369252,0.009817586,0.121032448,1.186855641,2.179924594,0.806686353,1.274817113,2.423988148,0.208918386,0.982190737,6.87778155,2.771573014,1.742993895,2.713493781,0.120029773,6.085925667,4.036423573,1.86765318,1.953820651,3.040120872
224,2.2,1400.059074,-5.5,0,1.1,8.06E-06,3396.051783,0.000379572,315429.3262,0.500067238,0.579537484,0.619488438,1.752633346,0.354364934,1.402085081,85345.24967,0.000963301,9.81E-07,0.000887403,1.32E-07,0.00075308,4.56E-08,0.323459322,0.194891072,0.482137318,0.063159054,0.125358425,2.551202584,1.931536247,0.803551198,0.854948704,1.612835151,0.22131516,0.884417913,5.942266462,2.316870261,0.21131494,1.118422987,0.124377383,3.54581632,4.1879889,1.915753824,0.931745858,1.737792709
225,1.1,1108.012225,0,1.1,1.1,8.04E-06,3483.088529,0.00050071,299794.5664,0.840417596,0.028386227,0.352015759,1.572779185,0.691045456,4.182620199,232547.2413,0.000788562,1.98E-07,0.008961829,2.39E-07,0.000981421,5.14E-07,0.49921594,0.270477369,0.126244679,0.017108183,0.108968904,1.008326588,5.772141413,1.354507514,1.144491819,2.145850264,0.235581255,0.840570033,3.009886163,1.563865586,0.737157747,1.479487431,0.120606854,0.935492261,4.447997913,1.918342401,0.426142843,1.523368755
226,1.1,1634.002066,-5.5,1.1,0,3.32E-06,3601.27736,0.00028777,286643.5455,0.190059716,0.831973421,0.169499458,1.581965732,1.306237961,2.697310663,77650.61517,0.000926787,7.56E-07,0.000848996,9.41E-07,0.001026576,3.92E-07,0.440270936,0.395832952,0.354147069,0.093353436,0.125165062,0.826374948,2.632938888,1.023265133,1.711335736,2.734622955,0.21803899,0.904663311,4.283564235,2.137292648,2.001429288,2.391457352,0.125455229,6.599795119,6.733310995,2.605762128,1.954734691,3.214016009
227,1.1,992.0650228,1.1,1.1,1.1,9.96E-06,3844.247164,0.000776369,289308.8438,0.593209086,0.277520678,1.66936287,0.154634493,0.573396061,2.840724298,259195.9244,0.000804445,1.02E-06,0.003368468,6.88E-07,0.000132858,7.51E-07,0.115900234,0.183302813,0.327756855,0.029368772,0.124702966,0.79512108,1.935160187,0.723035824,1.728249243,2.173613466,0.208918386,1.269130997,6.294345672,2.596966028,0.620613914,1.69645412,0.118242261,3.213694743,1.709741428,0.835463946,0.994670528,1.710647747
228,1.1,1615.359847,-4.4,1.1,1.1,6.88E-06,3455.277474,0.000281677,299792.929,0.68748072,0.013155985,0.385403709,1.371956473,1.929607092,4.701668939,48257.44677,0.000275913,3.49E-07,0.001781865,7.56E-07,0.000430537,9.48E-07,0.444259266,0.134697495,0.236052527,0.008304192,0.125818295,1.739785953,1.84736391,0.775047965,0.537867034,1.391249436,0.221184822,1.459802077,5.798931285,2.356114449,0.323083719,1.460416905,0.123898169,2.958234515,4.130207734,1.895252426,1.531154609,3.15240436
229,0,1231.644635,5.5,0,0,1.19E-06,3564.044458,9.46E-05,308861.7067,0.809208907,1.064011693,1.086960597,1.456838115,0.634929178,4.659318216,34901.75487,0.000416109,1.01E-06,0.006124044,4.59E-07,0.000768842,3.53E-07,0.174189954,0.33625642,0.263927797,0.084499197,0.125762448,1.077934127,2.624245153,1.058138421,3.183367926,2.938194142,0.220962862,0.902446136,3.867119753,1.925132441,0.911286668,1.959522209,0.120153912,0.855885588,4.433129901,1.900836212,0.224905043,1.261500612
230,0,1158.032077,5.5,1.1,0,2.70E-06,3654.024404,0.001086421,283274.6198,0.862993647,0.79694372,0.585170536,0.389082061,0.783245407,4.897063736,229363.933,0.000638457,5.81E-07,0.006632693,9.30E-07,0.000402154,4.65E-07,0.1969691,0.290025325,0.180304067,0.018265375,0.120511748,0.802432379,1.813376914,0.654970627,1.001950022,1.702182451,0.208918386,0.871417878,6.147240017,3.2932659,0.513375999,1.471015707,0.092076084,0.937147169,2.235584574,1.065752762,0.330813892,0.999754171
231,2.2,1154.540711,2.2,1.1,0,3.82E-06,3954.864051,5.42E-05,285802.4211,0.51646524,0.701265614,1.211966666,2.058447677,1.819369577,0.7765765,82776.92741,0.000767939,8.07E-07,0.001234921,5.80E-07,0.000718472,4.25E-07,0.167717713,0.444986195,0.161945684,0.07612817,0.125877726,1.54368505,1.804420061,0.755963395,0.844331251,2.380502713,0.223199006,1.433250492,3.063651053,0.944388652,1.016544858,1.777977514,0.120764195,1.493350738,3.925451501,1.835207085,0.683733696,2.388853188
232,2.2,1480.469763,5.5,1.1,0,4.14E-06,3772.087599,0.000774721,311233.1486,0.837219086,0.010452191,1.871993085,1.361201541,1.280945651,1.551849389,215556.9072,0.000177891,2.91E-07,0.001294978,8.89E-09,0.000666852,6.11E-07,0.190273098,0.152926474,0.414193912,0.017006266,0.122373581,2.877892071,0.996698351,0.585794335,1.07088185,1.970712729,0.221017279,1.115365825,5.0127027,2.136447566,1.179263049,2.584866401,0.12019091,3.108190988,2.902365167,1.340274252,2.624178158,2.609466453
233,0,1071.939429,-4.4,0,0,1.06E-05,3653.822181,0.0010191,289490.6178,0.628831023,0.998732683,2.007640048,1.590497684,0.837126974,4.703471392,236680.1997,0.000556469,7.94E-08,0.001787421,5.71E-08,0.00106832,5.59E-07,0.511805474,0.369512526,0.191513895,0.103184867,0.115636274,0.883023983,1.682492527,0.582171462,1.16700383,1.965690238,0.221359743,1.079715513,6.546892437,2.536197628,0.554195845,1.415353304,0.120375432,0.81921082,5.587463281,2.28306616,0.223920175,1.651641697
234,0,1105.251763,-5.5,0,0,6.04E-06,3547.134929,0.000756624,311245.0747,0.127149441,0.586297414,0.192809699,0.945300453,0.353476357,1.912567985,234176.7932,0.000161029,8.74E-07,0.010720251,6.68E-07,0.000883094,3.36E-07,0.542514959,0.546661853,0.19294,0.029248822,0.119708378,2.609804177,1.514153562,0.671358825,0.36140561,1.504051441,0.221212419,6.596245378,6.377527322,2.581409227,0.440640986,1.464628267,0.115252202,6.594673207,5.6717769,2.240452997,0.704221549,1.295456561
235,2.2,1072.754717,2.2,0,0,9.09E-06,3951.663641,0.000885368,291315.4697,0.046281636,0.227996769,1.062003348,2.043566619,2.137276129,2.157356279,153768.5788,0.000361477,2.42E-07,0.003122683,8.95E-07,0.000931768,3.19E-07,0.226063298,0.519858915,0.519135255,0.065373532,0.114630239,0.985771855,2.174933981,0.590110292,0.89841679,2.01038176,0.218075183,0.903740039,4.795077924,2.44563689,1.857045509,2.465045018,0.120658187,1.003369301,4.133668701,1.850033757,1.135021043,2.858041203
236,2.2,1053.764516,1.1,0,1.1,2.92E-06,3236.528756,0.000209665,296035.3078,0.132900845,0.672974502,1.124725233,0.121096832,1.973327781,1.4861465,116518.8963,0.0003561,9.25E-07,0.010857333,4.69E-07,0.000885614,6.32E-07,0.179939133,0.416246791,0.398370912,0.035455254,0.125001176,1.491553536,2.255386594,0.752898828,1.454505595,2.553239704,0.208918386,2.069031773,7.209454472,5.371387007,1.898339677,2.701422569,0.120406736,5.690925138,4.121247442,1.904533122,2.789688397,3.037937017
237,1.1,1225.263178,4.4,0,0,6.32E-06,3780.995058,0.000901783,286712.9943,0.181082494,0.400672253,0.924572078,2.03424114,1.926191576,4.521957958,221248.42,0.000820045,2.71E-07,0.006038343,7.15E-07,4.47E-05,6.40E-07,0.244325963,0.26483311,0.314186122,0.088295123,0.125726331,1.26390159,2.066992466,0.818878078,0.977305704,2.005577027,0.223668166,0.905395606,5.038202192,2.242121189,0.728773189,1.549840502,0.120496152,0.972484581,4.689222042,1.96740931,0.568063068,1.693812896
238,2.2,1551.224211,1.1,1.1,1.1,2.91E-06,3254.336728,0.000699253,286667.0681,0.845541348,0.077019413,1.635170261,0.265126149,1.323789525,5.16892181,175580.4331,0.000215604,3.58E-07,0.001907062,5.00E-07,0.000339369,3.44E-07,0.275506949,0.429958324,0.199276219,0.10039021,0.120873147,1.072399026,1.823517326,0.76125905,2.007493222,2.737742792,0.22124122,1.425398414,6.357406723,2.611413682,1.196454699,2.238093819,0.125455229,2.07114644,2.645429143,1.393599694,1.159738707,2.543627013
239,0,1508.761137,2.2,1.1,0,9.35E-06,3255.616457,0.000901806,281163.2635,0.315662898,0.628248846,1.673297001,0.766342511,0.662268652,4.668425534,135744.792,0.000634549,5.10E-07,0.000339459,7.32E-07,0.0005942,6.91E-07,0.134513892,0.443621469,0.422225479,0.002987787,0.120862125,1.478552273,1.997575802,0.783142756,1.386635005,2.614771258,0.208918386,1.256114993,6.712451028,2.693289955,1.260463052,1.951526551,0.125455229,1.411162373,5.177160809,2.717721101,1.496269951,2.327754369
240,2.2,1237.001398,4.4,0,0,3.31E-06,3821.603108,0.000958208,313579.1468,1.032693193,0.944560558,0.704182118,1.522532661,1.012238766,3.379583934,192604.9825,0.000926004,4.78E-07,0.001075596,4.99E-07,0.000884255,3.80E-07,0.418061811,0.125150194,0.297850272,0.059875855,0.104597869,5.508079267,4.405000826,1.53013705,0.378970251,1.653280711,0.235388454,5.558987448,5.017863059,1.962779179,0.48493597,1.787157267,0.12054207,5.650493236,3.672089355,1.762446194,1.49696184,2.629964222
241,0,1622.450383,3.3,1.1,0,8.28E-06,3253.212999,0.00035885,296273.3192,0.891200465,0.341323028,0.573153979,1.107542011,1.01242724,5.0617568,268642.2877,0.000409243,9.65E-07,0.009966666,2.42E-07,0.000638638,5.87E-07,0.348566542,0.543897294,0.243428269,0.078740066,0.114807159,0.793680268,1.934419729,0.572390863,0.628949,1.447250912,0.220702689,0.903438173,6.673678925,2.642131661,0.690218018,1.783477938,0.120519682,6.108774001,6.041771222,2.243477493,2.741418748,2.864567272
242,1.1,1075.497087,3.3,0,1.1,5.29E-06,3704.382817,0.000842386,300072.961,0.087905368,1.043177609,2.165551436,1.070174876,1.647320594,2.151939103,69573.98938,0.000156228,1.31E-07,0.010753418,2.75E-08,0.000872817,4.25E-07,0.204597539,0.514663626,0.380929628,0.024268652,0.124777493,0.853102662,2.441532338,0.984754478,2.424960763,2.826418259,0.208918386,0.902616536,8.851577457,5.45387277,0.860384133,1.885362741,0.123574827,5.650961131,4.695003303,1.860156714,2.045576395,3.028077562
243,2.2,1194.827021,-3.3,0,0,3.52E-06,3911.058545,0.000965102,296662.9869,0.94024998,0.416954222,1.69700579,0.556114845,1.777763953,0.818579047,29471.77447,0.000510837,2.90E-07,0.010749611,7.64E-07,0.000450953,4.92E-07,0.245527912,0.331597996,0.392033252,0.047320674,0.125146265,0.873221305,2.692340203,1.058847545,1.616519574,2.649110344,0.2189537,0.938582896,5.843310698,2.681709292,2.578612188,2.83696487,0.12026174,0.936085364,5.396138959,2.219485907,2.866869568,3.27158592
244,1.1,1297.717002,0,1.1,0,1.03E-05,3878.01873,0.00060201,278753.4776,0.434439104,0.911533375,0.117087187,0.169046338,0.648432033,0.621545531,29382.45863,0.000797088,2.26E-07,0.006989843,1.51E-07,0.001011925,8.12E-07,0.295819239,0.285571263,0.497782737,0.083320745,0.125248837,1.009974942,2.22807038,0.898223726,2.554057235,2.853873851,0.208918386,0.810095078,6.974494853,3.945183217,1.960783833,2.504153249,0.124139465,1.01703313,4.108154184,1.888903694,1.056538737,2.710814058
245,2.2,1378.958704,5.5,0,0,5.58E-06,3792.817234,0.000487244,292219.6276,0.303650739,0.862366109,0.436494738,0.094517135,1.839162322,1.179572906,222042.7364,0.000182225,5.29E-07,0.004409104,4.26E-07,9.75E-05,5.10E-07,0.214437693,0.378602357,0.21272509,0.023631078,0.124740337,3.226323889,1.395947548,0.551359802,1.531359296,2.395749418,0.208918386,1.303907191,5.780724317,2.42125067,1.386675358,2.915202399,0.123891305,1.152719136,3.530740857,1.784581823,2.598866656,2.788962433
246,2.2,1206.727134,4.4,1.1,0,7.74E-06,3693.925728,0.000638167,315590.3298,0.004264214,0.188953004,1.248669069,2.040668099,1.276279057,0.437797347,209802.0459,0.000528488,8.64E-07,0.002910775,2.75E-08,0.000938407,4.83E-08,0.281705583,0.339950311,0.161312183,0.055491928,0.125642457,1.87953312,2.140562124,0.854049153,3.104193809,3.028430971,0.208918386,1.477711704,9.922662156,6.050323508,1.776120075,2.522807227,0.124219158,5.863733094,3.524906965,1.741730673,1.912147745,2.926010374
247,2.2,1237.087208,0,1.1,0,2.12E-06,3859.994821,0.000145038,298723.6359,0.861313036,0.857502316,2.139513192,0.965197115,1.46394579,4.403584151,83310.77789,0.000345913,8.83E-07,0.005869929,5.99E-07,0.000437463,3.68E-07,0.408039789,0.112805282,0.502827528,0.071867258,0.114386002,0.968672405,5.553176044,1.340060451,1.153304277,1.992474049,0.218413309,3.151886712,4.500891336,1.407059877,1.333916499,1.868933927,0.123296407,5.280283565,3.869789742,1.105247915,2.878454271,2.385940037
248,2.2,1058.512026,2.2,0,1.1,7.74E-06,3774.091921,0.00039466,315159.0607,0.647630487,0.653106981,0.376200987,1.543943923,1.182036652,4.244231728,41482.99775,0.000533925,3.93E-07,0.004947781,8.54E-07,0.000854311,7.22E-07,0.194399339,0.467185354,0.546843498,0.042998521,0.114983868,1.057075604,1.848965515,0.70106705,1.211951551,1.983464198,0.208918386,0.842199591,6.891739855,4.006383283,1.34549843,2.058932008,0.118039215,0.891338189,3.393157075,1.525404923,0.228087622,0.836222936
249,0,1008.459348,5.5,0,1.1,6.58E-06,3487.00711,0.000300256,309687.0035,0.125087529,0.753557267,1.015771407,0.424080567,2.138054602,2.481114765,109071.6212,0.000181824,4.48E-07,0.010351595,5.99E-07,0.000665302,9.01E-07,0.458109891,0.184525103,0.157397841,0.08817963,0.114171662,0.933232266,4.571246186,0.901153606,0.31313977,1.268685662,0.218625937,0.903586614,3.271968179,1.800954488,1.441149578,1.971147656,0.12057773,0.937692665,4.319043434,1.900050206,0.348472101,1.535888569
250,1.1,1247.672425,0,1.1,1.1,6.36E-06,3418.231376,0.000770156,284595.4628,1.052335361,0.003425265,0.786834459,0.709815307,1.439080919,0.938128749,43791.95289,0.000120087,2.48E-07,0.004766642,9.73E-07,1.03E-04,2.36E-07,0.161414873,0.213009458,0.189042065,0.029002839,0.115375682,1.13721518,2.380895677,0.585459007,0.721349443,1.991309224,0.218131758,0.904374948,4.141215735,2.052642804,1.371784908,2.077258741,0.120053213,0.818111243,4.55899822,1.972988606,0.573112074,2.410906037
251,1.1,1603.122968,2.2,1.1,1.1,8.50E-07,3917.672114,0.000553845,302240.8904,0.401171893,0.695205407,0.357209053,0.330398197,1.253017502,3.922290046,238925.2135,0.000577977,9.60E-07,0.003447326,3.32E-07,0.000904976,8.53E-07,0.450574559,0.116133715,0.519014488,0.081029967,0.120762068,2.667206917,1.807375157,0.766974285,1.301856489,2.27824905,0.208918386,1.701066022,6.365060214,2.61468193,1.145273472,2.163570448,0.125455229,2.104281546,6.279967223,3.268344806,2.522983871,2.679088219
252,1.1,1170.55389,4.4,1.1,0,3.07E-06,3738.253557,0.000914853,302335.7292,0.164455932,0.799807922,1.122374328,0.506287553,0.92820547,5.151154421,195517.8324,0.000212006,7.66E-07,0.004091023,6.62E-07,0.000894752,3.42E-08,0.450465639,0.427887433,0.20925583,0.079778495,0.115399033,1.430498908,2.19344894,0.894438495,2.894889215,2.601675393,0.208918386,1.235742218,7.281553885,2.770328393,0.223662132,1.211409038,0.120927973,0.839217857,5.417363476,2.221606871,0.558542013,2.248750659
253,0,1510.402072,0,0,1.1,2.31E-06,3911.819336,0.000806608,286807.1983,0.786040847,0.718108131,0.314669059,1.146089036,1.449044994,2.135225487,32992.76812,0.000473624,5.52E-07,0.003970975,8.86E-07,0.000818503,7.09E-07,0.547243687,0.50481239,0.388830987,0.013842329,0.120263783,5.389087294,2.017018134,0.812297459,1.212565761,2.491011288,0.218673627,0.903280386,4.404661605,2.019620342,1.733379749,2.503606473,0.123666239,0.883965323,4.543953542,1.973426885,0.174896109,0.996954013
254,1.1,1105.909355,3.3,0,1.1,8.78E-06,3236.539116,0.000275753,312256.527,0.005511851,0.273951459,0.703094506,0.402285249,0.302855895,2.508538431,187365.3383,0.000661697,5.23E-07,0.001757522,3.86E-07,0.000997523,3.08E-07,0.199117814,0.309031885,0.163986551,0.065342062,0.125845142,2.465101313,1.995365897,0.833861332,0.822129052,2.354786985,0.221152926,0.960573053,6.533496486,2.68456531,3.410907393,3.006879562,0.12376698,1.14423482,4.433378076,1.966161787,1.79732417,2.951809114
255,2.2,1567.362449,4.4,1.1,0,9.40E-06,3937.797088,0.00058911,292900.1596,0.57858772,1.058586353,0.619439016,0.154788882,1.561427263,0.167455834,226963.8636,0.000574968,9.64E-07,0.001250016,4.43E-07,0.00033492,1.08E-06,0.190968511,0.456912492,0.432221881,0.086894039,0.114953489,1.404929118,7.142642832,1.334496356,0.680102987,2.017579306,0.235800659,0.902631231,4.279348606,1.951140143,0.470501632,1.262483164,0.120644851,0.956981706,4.497525787,1.939001744,0.439557116,1.594004331
256,2.2,1123.540463,4.4,0,1.1,1.99E-06,3701.533067,0.00103528,299451.1881,1.081702652,0.524682394,0.522856371,1.69743653,0.508429349,0.955952076,6164.341101,0.000862269,1.03E-06,0.009280019,5.74E-07,0.000296421,8.04E-07,0.475748978,0.508903616,0.294216802,0.03240359,0.115063565,6.055601155,1.644206654,0.666796099,1.358827201,2.507538887,0.221233232,6.482662774,6.431193994,2.633683,1.389155999,3.251687199,0.120777219,6.596507853,6.327243988,2.483537829,1.182543437,2.588234278
257,0,1367.655429,-5.5,1.1,1.1,4.87E-07,3840.855987,0.000332992,278482.8254,0.857041059,0.763178782,0.973893514,1.424761374,0.966987538,2.344456925,172399.6407,0.000486111,3.50E-07,0.003287513,5.02E-07,8.97E-05,1.10E-06,0.419253498,0.280581316,0.294732022,0.023076448,0.125648976,0.985386179,2.855115919,1.125227062,2.265973331,2.653196362,0.218782848,0.936069762,4.093518193,1.864489941,1.629044508,2.511428993,0.120248069,5.546717138,5.552170041,2.053086552,2.081424055,3.021564049
258,0,1217.620506,2.2,0,0,2.68E-06,3773.364397,0.000811398,280327.8283,0.827030329,0.994338185,1.037354035,0.129915784,2.15730713,1.327180403,93941.73302,0.000500886,7.21E-07,0.010257784,2.51E-07,0.000877277,3.33E-07,0.36173773,0.461793818,0.462580926,0.0300443,0.121057346,6.570108621,1.994422013,0.771236932,1.533644386,2.490902613,0.221164651,6.525133898,5.876248433,2.381762814,0.506119388,1.8103406,0.120819469,6.589318159,4.17825127,1.913012035,1.490218492,2.308202087
259,1.1,1274.102743,2.2,1.1,0,7.17E-07,3325.069338,1.05E-04,314451.2729,0.966920847,0.020262231,0.52351753,0.633640646,0.967574549,2.256644513,243186.9553,0.000524235,8.21E-08,0.004703343,7.17E-07,8.57E-05,4.39E-07,0.373665892,0.518794436,0.277706414,0.026203896,0.114748609,5.685666563,1.27396309,0.553044325,0.967352787,1.962152386,0.221003649,4.895805321,5.752214918,2.425378837,0.735148721,2.035132638,0.129029375,3.76396163,1.857831061,1.165881919,1.435319599,2.094977071
260,1.1,1604.668226,4.4,1.1,1.1,7.44E-06,3691.670831,0.000305236,300238.9234,1.096673111,0.622007202,0.236725157,1.895923316,1.230648371,5.409738952,73420.81005,0.000919824,7.15E-07,0.00589867,1.33E-07,0.000147316,1.32E-07,0.420148772,0.119445425,0.360704577,0.057602913,0.125040698,0.983007342,1.508701933,0.650624563,1.393895313,2.310718068,0.208918386,0.871333794,6.604142421,3.906227289,1.133512439,1.747400291,0.079035004,0.936120254,2.191150198,1.065819795,0.253166865,0.916935392
261,1.1,1522.309934,1.1,1.1,0,8.47E-06,3365.166942,0.000885897,296138.0615,0.697324265,0.120754978,0.818701425,0.88622986,0.115550294,4.444157132,218893.5511,0.000503025,4.47E-07,0.005300442,8.39E-07,9.17E-05,2.66E-07,0.311393894,0.517224306,0.333510186,0.106858693,0.124854542,1.109825493,2.520109549,1.007432149,2.203126812,2.557418205,0.208918386,0.798464642,7.576603934,2.964876316,1.017380816,2.597607266,0.125455229,2.481232891,5.448006213,2.270404986,2.140180288,2.615612341
262,2.2,1617.795973,4.4,0,0,9.32E-06,3746.994301,0.001021739,298332.9132,0.058920965,0.239624868,1.170420409,0.354022795,0.392615725,2.961725668,77023.6511,0.000349505,5.17E-07,0.003138068,1.63E-07,0.000758168,4.99E-07,0.415969625,0.286843196,0.359972336,0.104653911,0.124715941,1.118469831,2.11377599,0.85406256,2.744595616,3.056503095,0.208918386,0.883515441,3.285136823,1.422445695,1.367891724,2.34715564,0.119970877,0.865602892,3.859412495,1.814768848,1.415587148,2.543510806
263,1.1,1327.727241,-3.3,0,0,8.73E-06,3586.506635,3.81E-05,313282.388,0.428661831,0.614514535,0.189575109,1.713875153,0.828644064,1.752846825,24740.90088,0.001067659,3.19E-07,0.010707022,4.52E-07,0.000981157,8.85E-09,0.385667557,0.405137976,0.444750689,0.081405808,0.124979778,0.881140099,2.429089915,0.964631355,0.445341859,2.267513623,0.208918386,0.935523362,4.068325631,1.99827026,1.614350024,2.558863593,0.120191818,0.912348754,3.986191306,1.85174399,1.16985505,1.943061581
264,1.1,1368.230717,-3.3,1.1,0,8.82E-06,3939.101986,0.000556071,297953.1087,0.597652957,0.544715836,0.742572493,1.402522979,1.54662176,1.500264659,70995.70714,0.000424161,7.66E-07,0.006970732,7.05E-07,0.001090501,7.81E-07,0.411856112,0.486888885,0.450126273,0.032258912,0.108704708,0.968661819,6.666715388,1.572595464,0.834052054,1.962864862,0.158191137,0.839535755,3.175149713,1.760083023,0.297777737,1.268357891,0.090757533,0.840891214,0.731855443,0.46275495,0.024628541,0.407570834
265,1.1,1187.864584,-4.4,0,1.1,1.67E-06,3592.678347,0.00069786,301816.3952,0.034117284,0.176593912,0.466869288,1.364725383,0.760936318,0.075452925,149329.0516,0.000513217,9.75E-07,0.002276495,6.16E-07,0.000388076,2.43E-07,0.166136283,0.113206221,0.304003995,0.079396112,0.125847375,0.893032576,2.559004635,1.027726573,2.884980172,2.875617465,0.208918386,0.90483172,8.902217531,5.535183206,1.6158876,2.486588247,0.120484212,0.791051967,3.930635443,1.853703199,1.940153515,2.929181586
266,1.1,1240.522035,-3.3,0,1.1,7.07E-06,3619.75616,0.00090324,311125.7249,1.037495984,0.547971729,0.411123158,1.037309363,0.561108366,2.091336055,269717.2688,0.000311232,5.50E-07,0.003602755,8.03E-07,0.000815178,5.55E-08,0.467653211,0.361056813,0.196635544,0.101109158,0.125509244,0.958676845,2.85830501,1.128384172,2.202330866,2.660783185,0.200277672,0.9033145,3.243734093,1.63232573,0.516455265,1.431369929,0.120416573,3.946777641,4.959114899,2.092872664,3.211126843,3.267513358
267,1.1,1147.211281,3.3,0,1.1,1.00E-05,3524.306182,0.000314417,289948.7105,1.079492688,0.725630007,0.065266514,1.185369518,0.000828873,1.240374639,143098.8757,0.000729046,1.04E-06,0.005424473,5.10E-07,0.000424835,1.00E-06,0.263575202,0.338468733,0.113618313,0.060838379,0.119108346,1.515154749,4.404776513,0.968937826,0.858335309,2.533363263,0.237433499,0.936509584,5.837368232,2.476584072,1.07314615,1.885229899,0.120384156,5.582608107,6.377109966,2.146056298,2.277142207,2.97177912
268,2.2,1098.670322,4.4,0,1.1,8.81E-06,3347.497338,0.000651798,312795.0208,0.112275079,0.059063161,1.033795973,0.19999433,1.231420274,3.199708668,3639.875948,0.000443001,7.13E-07,0.008256683,3.65E-07,0.000807961,4.54E-07,0.234121247,0.282683703,0.228072518,0.063861149,0.120363189,2.295070583,2.121535164,0.758366708,2.388585617,3.051634704,0.208918386,1.78606867,6.44738614,3.653939172,0.997877443,1.96254048,0.119002275,1.9899791,2.851618763,1.450019544,1.174458561,2.040129732
269,2.2,1541.504163,2.2,0,0,1.17E-06,3315.450644,0.000494024,296715.0573,0.80223069,0.385325522,0.273173439,1.416516393,0.0722754,0.107543799,198205.0772,0.000354019,4.29E-07,0.010067038,1.40E-07,0.001037261,6.52E-07,0.311841105,0.188928881,0.391882536,0.09957273,0.125203425,1.007278752,5.682916935,1.443998011,1.262819898,2.11614975,0.223486591,0.936477925,4.757689013,2.063133587,0.674955865,1.518945628,0.120405096,5.315759738,5.459702638,2.062753742,1.982843348,2.848326968
270,2.2,1606.287741,-3.3,0,1.1,5.56E-06,3458.08545,0.000888887,303977.6763,0.748125204,0.237365297,0.053614015,0.060406295,0.070757546,3.981403647,82622.7633,0.000256164,4.31E-07,0.00392119,5.36E-07,0.000816446,1.38E-07,0.439623086,0.342690555,0.121962552,0.022349577,0.125702515,1.006604007,2.502776072,1.008662971,2.332955052,2.641176124,0.208918386,0.904108338,8.713506958,5.274799404,0.866739205,2.050257244,0.124303785,1.064802731,4.142852134,1.911383065,3.049657033,3.209817052
