,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output
92,0,1111.405787,4.545454545,0,0,3.29E-06,2626.372072,0.000144993,255398.3824,0.570534895,0.636715355,0.858723821,1.805768233,1.52215415,3.211548828,34329.13902,0.000445034,3.60E-07,0.008814435,3.76E-07,8.96E-05,7.17E-08,0.097164728,0.103055631,0.250744061,0.0249955,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.892936974,0.131765967,10.90909091,2.435431924,0.021581505,0.143997016,1.92263901,0.141993656,8.859547947,1.564153192,0.029478914,0.139515833
93,0,1055.591108,1.818181818,0.909090909,0.909090909,8.74E-06,2947.186296,0.000481789,250742.3879,0.234102297,0.640363218,0.918443038,1.263204375,1.703009001,1.949035705,45585.36375,0.000660683,1.37E-07,0.006354946,6.73E-07,0.000651094,2.68E-07,0.279161999,0.370639812,0.269991777,0.05864524,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.630604761,0.127072536,10.90909091,1.728450145,0.124331924,0.270155771,1.52852208,0.127128827,9.164775311,1.44251399,0.014046863,0.157338376
94,1.818181818,1148.574642,0,0,0.909090909,4.78E-06,2908.756994,0.000175,238850.7985,0.570228854,0.805461943,1.633982954,1.340306573,0.801390633,0.565227718,226221.9012,0.000489685,5.22E-07,0.007412096,6.82E-07,0.000557594,7.99E-07,0.182137434,0.401089671,0.314600188,0.000116744,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.577892404,0.122821575,10.90909091,1.66236212,0.095893523,0.256399251,1.892721968,0.122427943,10.90909091,2.084364565,0.030751204,0.145350708
95,0.909090909,818.6212892,3.636363636,0,0,5.24E-06,3127.15868,0.000659959,241632.0878,0.472631371,0.857660136,1.588154753,1.019129264,1.615461066,2.526894288,119721.404,0.000848692,4.66E-07,0.006828313,6.54E-07,0.000765855,8.78E-07,0.162137323,0.175905405,0.403923412,0.074471159,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.315141199,0.369914268,8.285846721,2.183729946,0.056329076,0.280379546,2.307531694,0.982209704,10.90909091,2.183883078,0.052792934,0.33426964
96,0,1254.122438,0.909090909,0.909090909,0.909090909,2.10E-06,2925.067729,0.000216733,258293.806,0.529679364,0.430481907,0.450156909,1.092979776,0.494387889,2.622086695,217308.4066,0.000445061,3.51E-07,0.007795507,1.30E-07,0.000390334,2.24E-07,0.40878468,0.330088432,0.210802997,0.079562592,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.672973084,0.131765967,10.90909091,2.134470887,0.026790103,0.151063049,2.416827594,0.168529,7.367551623,1.379367569,0.278105615,0.441903185
97,1.818181818,1241.315668,-2.727272727,0,0.909090909,8.18E-06,3179.011065,0.0003943,246915.9489,0.346025931,0.414012738,0.099770415,1.740809045,0.637039841,1.141362917,145026.9023,0.000166464,8.01E-07,0.001616195,5.49E-07,0.000783892,2.61E-07,0.332186175,0.346612585,0.114741837,0.074058299,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.561095421,0.131607178,10.90909091,1.508971059,0.098056334,0.254582994,1.74298346,0.126974808,7.367600003,1.48538208,0.010664133,0.145717725
98,0,885.0956207,3.636363636,0,0.909090909,4.01E-06,2767.453107,0.000162324,260377.3115,0.220043764,0.196809601,1.458155647,1.450327511,0.685578129,2.888602011,202453.1234,0.000781124,5.82E-08,0.008618429,5.94E-07,0.000206292,7.71E-07,0.331335407,0.374799721,0.119484936,0.030810386,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.562485593,0.127226655,10.63273388,1.414566722,0.084970938,0.232454019,2.289577309,0.122577222,10.90909091,2.324284671,0.014462651,0.146856192
99,1.818181818,1108.790623,3.636363636,0.909090909,0,4.34E-06,3228.395801,0.00046121,252254.3502,0.075136493,0.291695149,1.116702086,0.528332002,1.594494835,0.35905028,75934.86973,0.000653926,8.06E-07,0.003373444,6.70E-07,0.000897451,2.44E-07,0.113048785,0.121998745,0.167286105,0.041723094,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,2.710836344,0.37901785,8.765140297,2.123139921,0.032411326,0.251747458,2.297664796,0.920818215,10.90909091,2.284493362,0.140849326,0.473299454
100,0.909090909,1175.975584,1.818181818,0.909090909,0,3.94E-06,2668.237168,0.000877663,232851.55,0.728611783,0.687663717,0.758138351,1.518090839,0.124924535,4.3676746,41718.48343,0.000344691,8.58E-08,0.008046975,1.94E-07,0.00061552,7.69E-07,0.272852931,0.113572043,0.152801739,0.037446396,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.338020182,0.131765967,10.90909091,1.750033091,0.044539722,0.180919758,1.850753867,0.127283005,7.044303703,1.366765461,0.006479137,0.117358587
101,1.818181818,977.6879417,3.636363636,0.909090909,0,3.10E-06,2984.571855,1.88E-05,254652.8885,0.382595373,0.872490187,1.697769822,1.78627661,0.275568099,3.182851724,153309.4282,0.000520551,4.12E-08,0.009032059,6.46E-07,0.000441783,4.67E-07,0.259756444,0.1950113,0.362480038,0.031578796,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.556371058,0.127226655,9.968563135,1.330419733,0.046006254,0.187514494,2.322685015,0.981291713,10.90909091,2.184805206,0.182443312,0.400148545
102,0.909090909,1255.457998,4.545454545,0,0.909090909,5.21E-06,2911.009933,0.000653858,242596.2161,0.66036835,0.379813478,0.988337491,0.27148457,0.727753183,2.141897669,183383.8277,0.000805317,4.68E-07,0.003255897,6.07E-07,2.51E-05,1.90E-07,0.214257812,0.238139554,0.184787952,0.048180155,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.827722375,0.127072536,9.031256218,1.241410839,0.061510665,0.206738868,2.282482989,0.986626396,10.90909091,2.222772873,0.058267423,0.276807448
103,0,1127.48002,-3.636363636,0.909090909,0.909090909,4.55E-06,2769.549943,7.88E-05,254778.8391,0.848355505,0.31956542,1.215333635,0.614895706,1.471621108,0.925669542,92468.56533,0.000242939,5.56E-07,0.002633596,2.02E-07,0.000580138,4.78E-07,0.344268216,0.102455981,0.197011381,0.077920412,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.82852801,0.127072536,8.648137708,1.186985157,0.067840886,0.215292354,2.04383078,0.11986052,10.90909091,1.883467763,0.024904415,0.143621965
104,0,838.6337562,4.545454545,0,0.909090909,7.59E-06,2920.351322,0.000483195,234375.4718,0.841309724,0.052561367,0.689695536,1.310514763,0.634480445,0.331337865,113908.2262,0.000782664,2.78E-07,0.000958676,7.88E-07,6.47E-05,5.35E-07,0.28816485,0.141371533,0.104720111,0.042873498,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,2.951432132,0.131924918,10.90909091,2.061141666,0.010596999,0.125522606,2.28158105,0.174847601,8.405783373,1.592370554,0.281051063,0.441351996
105,0.909090909,1067.448635,1.818181818,0,0,6.35E-06,2843.976918,0.000384999,236711.713,0.668175388,0.819623354,1.509772072,0.755514227,0.187200407,2.662276841,43941.59295,0.000874196,2.00E-07,0.002874301,2.62E-07,0.000599346,2.33E-07,0.166036665,0.343666433,0.215510509,0.056767467,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.025483367,0.131765967,10.86018328,1.460703226,0.052193563,0.254582994,2.416827594,0.122726657,10.90909091,2.529234552,0.009698508,0.143440918
106,0,1061.863714,-3.636363636,0,0,6.16E-06,2648.355342,0.000290417,238588.4349,0.737859656,0.016491637,0.81419102,0.551018898,1.486330757,4.234167386,2821.685827,0.00044669,7.71E-07,0.003687939,4.52E-07,0.000193903,7.93E-07,0.159052082,0.107525668,0.198861847,0.085405663,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.62173994,0.127226655,9.556379652,1.288006407,0.047541073,0.174710794,2.025776479,0.122577222,10.90909091,1.923490331,0.017155815,0.14674001
107,1.818181818,1362.899037,-2.727272727,0.909090909,0.909090909,2.66E-06,2644.322968,0.000652823,252128.0244,0.707924966,0.838657927,0.755258997,0.245733148,1.796857749,0.61189359,28963.20579,0.000611281,1.87E-08,0.001322324,4.79E-07,0.00059225,2.40E-07,0.245578684,0.395037589,0.141070724,0.087175572,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.278001384,0.127226655,9.155646139,1.223968075,0.062147217,0.194039602,1.551117525,0.11986052,10.61706225,1.687849923,0.012763836,0.144072154
108,0.909090909,1331.64774,4.545454545,0.909090909,0.909090909,1.71E-06,2772.765048,0.000648864,237076.1547,0.322183354,0.861902046,1.582960866,0.675651499,1.769525744,3.711710978,26413.41797,0.000187319,8.50E-07,0.004652953,7.67E-07,6.51E-05,2.53E-07,0.315740303,0.16206412,0.172438527,0.064461078,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.992692084,0.132084032,10.90909091,2.496715603,0.03292694,0.204502122,1.657839782,0.152271047,7.479292395,1.426478779,0.109387002,0.332479388
109,0.909090909,1131.161864,-2.727272727,0.909090909,0,5.36E-06,2796.726487,0.000307385,238044.0278,0.609997049,0.281411482,0.103998127,0.812083273,0.112304019,0.670052774,21587.85019,0.000326618,6.68E-08,0.000551737,5.51E-07,2.01E-05,3.60E-07,0.415278498,0.117226172,0.393004793,0.042159872,1.272381056,0.507714189,2.311408324,0.465108349,0.074789326,0.398979598,3.25235598,0.379344598,6.492504894,1.8894367,0.057300419,0.255678456,2.312689778,0.989389973,10.90909091,2.19507864,0.292195954,0.41608194
110,0,1137.947921,-3.636363636,0,0,6.24E-06,3080.151538,0.00060045,255544.7115,0.678104462,0.793602988,0.187491716,1.185373032,1.45448314,1.192714126,207038.6887,0.000454975,4.32E-07,0.005144574,3.31E-07,0.000794401,7.04E-07,0.438932627,0.451402035,0.374038356,0.034241352,1.282690582,0.517766156,2.75114798,0.568784373,0.06852199,0.255858733,2.194102461,0.379671456,6.519274056,1.816853198,0.04184253,0.255474209,2.046569292,0.996941866,10.90909091,2.486699527,0.367281055,0.539853003
111,1.818181818,834.4577984,1.818181818,0,0.909090909,4.93E-06,2941.897199,0.000870393,260024.7591,0.895674105,0.368475613,0.096992988,1.50268787,0.982283232,3.501893361,156388.0401,0.000354389,7.78E-08,0.008565819,7.74E-07,0.000805833,5.10E-07,0.24638993,0.241053804,0.445600564,0.043622027,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,3.27684301,0.37901785,6.517521936,1.666384967,0.035319945,0.255223214,2.314451446,0.982278349,10.90909091,2.289227765,0.113054897,0.34178882
112,0.909090909,1168.210551,0.909090909,0.909090909,0.909090909,3.97E-06,2737.064117,0.000294033,243403.8563,0.893872295,0.178686627,0.563266337,1.783589814,0.035685393,2.597412569,185135.1955,0.000215422,4.94E-07,0.002828289,4.04E-07,0.000766741,4.55E-07,0.287279286,0.213727067,0.380648553,0.044246158,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,4.33508648,0.132084032,10.90909091,2.539035256,0.049115519,0.212376302,1.809539103,0.122577222,7.373959648,1.279824856,0.003407827,0.092198144
113,1.818181818,1083.366737,3.636363636,0,0.909090909,6.57E-06,3079.503341,0.000340354,251875.8926,0.576193237,0.015618317,1.34590139,1.718150549,0.426751133,4.129643934,91507.18182,0.000257658,8.69E-07,0.002976276,6.05E-08,0.00047729,7.87E-08,0.370398168,0.144536216,0.33984526,0.012943385,1.831426316,0.507714189,2.205949729,0.432174333,0.0498085,0.212480225,3.251981607,0.389526649,4.046920867,0.814495891,0.051394325,0.202585617,2.314197864,0.976283698,10.90909091,2.153837877,0.064747468,0.356685265
114,0,1295.301498,0,0,0,5.77E-06,2790.04175,0.000781581,241431.6591,0.877531838,0.691299508,0.056922522,1.700213146,0.24500979,1.905474964,64112.62756,0.000550095,8.09E-07,0.002852754,7.02E-08,7.82E-05,5.70E-07,0.315248144,0.394783561,0.409985985,0.089864003,1.831426316,0.507714189,2.205949729,0.432174333,0.0498085,0.212480225,2.697003446,0.389526649,3.816970416,0.79898839,0.041760091,0.200276313,2.28995362,0.968290145,10.90909091,2.191392673,0.095234206,0.391066214
115,1.818181818,1022.828351,0.909090909,0,0,4.24E-06,2784.184356,2.49E-05,234015.1014,0.489128591,0.567913472,0.608041753,0.89069526,0.35317729,3.485714367,106642.8885,0.00074217,8.79E-07,0.004421881,1.12E-08,0.000765711,3.99E-07,0.359354291,0.321692389,0.199326955,0.001493224,1.831426316,0.507714189,2.205949729,0.432174333,0.0498085,0.212480225,3.018883444,0.450293786,3.982532404,0.799993146,0.162874124,0.506719048,2.291994541,0.989389973,10.90909091,2.184064857,0.374658815,0.535502292
116,1.818181818,1232.153003,0.909090909,0.909090909,0,8.74E-06,2727.378965,0.000398685,241134.1749,0.758603847,0.571702895,1.07063077,0.021857334,1.567747501,4.083763047,177582.3514,0.000297774,4.26E-07,0.008202892,6.98E-07,0.000838195,6.21E-07,0.187858072,0.169525339,0.284125441,0.068346667,1.971438727,0.129088574,3.045373868,0.456065908,0.0820084,0.419910519,4.342126487,0.132084032,10.90909091,2.545389093,0.058497056,0.214457233,1.319377219,0.122577222,6.99490698,1.204224391,0.002940411,0.089258989
117,0,1124.354908,0,0,0,2.25E-06,3207.53625,0.000363579,252990.7073,0.654690781,0.425410149,0.55149934,0.027488727,0.303587415,2.146143081,8395.897002,0.000152732,8.18E-07,0.003731044,1.60E-08,0.000402412,3.25E-07,0.361493591,0.260889222,0.144711356,0.082221016,2.245908268,0.507714189,2.343637574,0.425548132,0.061437717,0.230561964,3.538334975,0.522960157,4.142132072,0.83333116,0.29477221,0.528308287,2.286634855,0.97622195,10.90909091,2.17742691,0.075468879,0.456779493
118,0,991.5633503,-4.545454545,0.909090909,0.909090909,5.02E-06,2695.628878,0.000888143,231587.2689,0.468811716,0.336214188,1.499984447,0.199322364,1.802923722,2.140315505,173204.9457,0.00029517,4.00E-07,0.002273022,7.91E-07,0.000400962,7.07E-07,0.091957339,0.239118839,0.378623611,0.050544585,2.245908268,0.507714189,2.343637574,0.425548132,0.061437717,0.230561964,3.256082255,0.389196639,3.949845389,0.83166885,0.051273275,0.203925575,2.307896503,0.987431046,10.90909091,2.188469528,0.259348808,0.436889685
119,0,822.9608231,0,0.909090909,0,4.49E-06,2927.819429,0.00011948,238486.8304,0.584640253,0.219813207,1.005708261,1.141936173,0.610474047,0.442170089,107169.5786,0.000570904,7.24E-07,0.007989142,5.96E-07,0.000347777,8.93E-07,0.452075235,0.387880369,0.296009528,0.017471178,2.245908268,0.507714189,2.343637574,0.425548132,0.061437717,0.230561964,3.255862514,0.389196639,3.915307118,0.83166885,0.049752032,0.203411857,2.310097489,0.990127148,10.90909091,2.551356411,0.309338477,0.409235566
120,1.818181818,880.2767619,1.818181818,0.909090909,0.909090909,5.22E-06,3152.148024,0.000567589,232302.4967,0.544959409,0.386308829,1.631989014,1.296441301,0.480094394,3.154549801,153015.3291,0.000158994,1.06E-07,0.007498376,3.88E-07,0.000305574,8.44E-07,0.169017825,0.251329664,0.114559147,0.017767606,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,4.024700479,0.125291104,10.90909091,3.287478972,0.257333074,0.520354568,2.416827594,0.152091882,9.714065872,1.434790534,0.008682752,0.090154242
121,0.909090909,1018.379407,4.545454545,0.909090909,0.909090909,2.44E-06,2788.168531,0.000809239,253342.3751,0.181563026,0.862253462,1.090171101,1.285524894,0.760355515,0.71598825,8374.390768,0.000562518,9.45E-08,0.002620955,2.12E-07,0.000504605,6.64E-07,0.260890832,0.275702426,0.247315714,0.075698998,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,3.838503055,0.398474178,10.90909091,2.398895248,0.02269003,0.185536518,2.286903083,0.989389973,10.90909091,2.331333184,0.410816549,0.514098963
122,1.818181818,910.6855849,0.909090909,0.909090909,0.909090909,7.80E-06,3185.583618,0.000675232,235220.5551,0.689199882,0.880686312,0.281201344,0.482271001,1.236232114,0.215269411,98539.63702,0.000231039,5.11E-08,0.008645534,5.30E-07,0.000873144,2.18E-07,0.387920905,0.221218608,0.24759878,0.013032882,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,4.189811581,0.128989525,10.90909091,2.776376593,0.005805204,0.104059901,0.505691864,0.163150695,4.005911764,0.741526688,0.178526605,0.508615094
123,1.818181818,1217.469675,2.727272727,0.909090909,0,5.64E-06,2776.75876,4.48E-05,231352.1254,0.134841366,0.205645243,0.299044089,0.47765802,1.151221311,0.044418683,84847.06235,0.000367624,5.20E-07,0.008558032,7.09E-07,0.000174164,4.15E-07,0.441672915,0.144648043,0.361458184,0.033106506,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,4.024700479,0.128989525,10.90909091,2.581446239,0.069831132,0.221968289,1.303362361,0.187195292,7.25820656,1.727646051,0.206809779,0.475306227
124,0,884.7405629,1.818181818,0,0,8.78E-06,2734.329893,0.000784958,235863.497,0.339614875,0.635005009,1.705055165,0.893021647,1.764602472,0.207869632,207098.9659,0.000895875,1.38E-07,0.005266993,2.28E-07,0.000818769,2.06E-07,0.156538228,0.152261654,0.13752144,0.090476586,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,4.18156561,0.138417255,10.90909091,3.041123094,0.035817747,0.2014192,2.280936391,0.136441888,10.90909091,2.239678028,0.082940131,0.449893738
125,0,1101.672154,-3.636363636,0.909090909,0,3.95E-06,2752.700335,0.000841328,253897.7636,0.825673326,0.154031019,1.411320584,0.440845134,0.928200641,3.246322052,182187.9585,0.000845915,5.25E-07,0.001888168,4.94E-07,0.000809042,8.96E-07,0.412174959,0.186052097,0.312340222,0.041060552,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,4.188339069,0.133582096,10.90909091,2.631259671,0.078042514,0.340652058,1.901815255,0.753050067,10.90909091,1.900849265,0.315597126,0.517994658
126,0.909090909,901.3342415,-4.545454545,0.909090909,0,8.05E-06,2788.708993,0.000180934,257919.5341,0.795432992,0.607811585,0.591088152,1.390578148,1.687568624,2.366381255,11142.33309,0.000353887,4.56E-07,0.006214916,8.95E-08,0.000587924,6.21E-07,0.358561636,0.27217623,0.338356615,0.009437586,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,3.664421699,0.40849552,5.774781809,0.824027046,0.042673681,0.172044727,2.302726712,0.96950643,10.90909091,2.132097073,0.073573988,0.278586522
127,0,1072.080522,0,0.909090909,0.909090909,6.24E-06,3047.063226,5.33E-05,259058.4586,0.838914254,0.856565733,0.065885918,1.33522466,0.116899706,3.540691168,67437.59955,0.000686372,1.71E-07,0.000517636,7.48E-07,0.000439521,6.25E-07,0.356233585,0.105994454,0.3067115,0.030998067,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,3.565809933,0.39880691,5.49956838,0.82699518,0.066829043,0.192094191,2.319157513,0.981291713,10.90909091,2.1477273,0.187946441,0.39171682
128,1.818181818,1139.515222,0.909090909,0,0,1.53E-06,3226.191277,0.000366452,258580.4782,0.608166106,0.313429409,0.80013003,1.35917888,1.358963298,0.447017715,150116.1503,0.000341654,4.25E-08,0.003704068,2.16E-07,0.000172276,5.93E-07,0.279824947,0.299360273,0.13032768,0.070127081,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,4.024700479,0.120207477,10.90909091,2.745581783,0.075523065,0.347188595,2.022758643,0.895378688,10.84445569,1.745286549,0.11953262,0.396256635
129,0,1129.545834,-3.636363636,0,0,3.67E-06,2788.950169,0.00033808,259348.6955,0.137818404,0.066765387,0.748344311,0.862481658,0.872197553,0.114741408,129043.8774,0.000680776,1.06E-07,0.004310367,5.75E-07,1.78E-05,5.33E-07,0.419051931,0.439211806,0.414421557,0.077017331,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,3.254819643,0.39880691,7.374676723,1.384768897,0.062009166,0.212336815,2.287159782,0.959118989,10.90909091,2.313210085,0.09084931,0.473597958
130,0.909090909,1248.191561,0,0,0.909090909,6.55E-06,2622.257943,0.000123476,232839.7785,0.133511986,0.81268759,0.171290999,0.360751281,0.680041599,0.256977464,85049.59555,0.000760158,1.21E-08,0.007406107,6.23E-07,0.000756655,8.83E-07,0.387960678,0.194741103,0.114492366,0.046704379,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,4.024700479,0.129301887,10.90909091,1.8320971,0.071441941,0.279100292,1.43773387,0.122726657,8.27203385,1.579435167,0.009876852,0.118883839
131,0.909090909,1233.792615,-4.545454545,0.909090909,0,8.64E-06,3035.371875,0.000448709,260827.3068,0.411121938,0.25259244,0.139994268,0.743893825,0.139284123,2.107516236,208512.8429,0.000339636,4.02E-07,0.003514788,3.21E-07,0.000344153,7.63E-08,0.196552325,0.21144952,0.384083653,0.08201833,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,4.024700479,0.129301887,10.90909091,1.77852388,0.055528314,0.230733842,1.912688279,0.122726657,10.90909091,1.961984462,0.007883121,0.139282497
132,1.818181818,1090.358758,1.818181818,0.909090909,0.909090909,7.26E-06,2681.682161,0.000260334,230825.4204,0.203808,0.321514155,1.701557773,0.278907753,0.358838769,4.498768528,130425.1781,0.000312164,3.10E-07,0.008477165,5.41E-07,0.000131257,4.70E-07,0.452871221,0.426785438,0.311427369,0.066462369,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,3.674510725,0.131765967,10.90909091,2.212109227,0.030044939,0.162050902,1.273903736,0.13650168,8.071229621,1.512372303,0.026290593,0.19145789
133,1.818181818,847.6078576,0.909090909,0.909090909,0,1.55E-06,3048.482369,0.000586088,257195.2922,0.359693629,0.851553033,0.379507153,1.576911593,0.132611535,0.600776719,176113.6228,0.000814932,8.93E-07,0.001771195,2.84E-07,0.000804739,2.17E-07,0.330036695,0.09465358,0.169261825,0.085346195,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,3.285706522,0.127226655,10.90909091,1.566635954,0.076636799,0.216784192,2.235326864,0.126974808,10.40258327,1.888186419,0.007520648,0.138795893
134,0.909090909,1085.536621,-3.636363636,0.909090909,0,3.90E-06,3258.333752,0.000149396,254952.5334,0.447947148,0.571721444,1.161871316,0.916210335,0.585165431,2.567864157,81496.25813,0.000312277,8.23E-07,0.006609451,3.32E-07,0.000715758,3.74E-07,0.240655834,0.194424251,0.324551882,0.048886305,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,3.27804431,0.127072536,10.71090079,1.476892989,0.086428102,0.234175499,0.959513053,0.122577222,8.042709628,1.334606992,0.009156368,0.122764489
135,0,1288.309944,1.818181818,0,0.909090909,6.06E-06,2919.626728,0.000303502,254548.5887,0.594714505,0.016311094,1.743061368,1.420984994,1.775427295,0.003184415,209652.6786,0.000479238,3.67E-07,0.001289603,3.14E-07,0.000472247,3.41E-07,0.250408959,0.211963297,0.238129225,0.019839455,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,3.285059549,0.127072536,10.47854139,1.451432466,0.092982756,0.244972069,1.720517066,0.11986052,4.013384183,0.902994367,0.020483327,0.15155235
136,0,1218.996698,2.727272727,0.909090909,0.909090909,8.11E-06,2894.537875,0.000293669,242771.3112,0.674967729,0.355899579,1.56634303,1.220533653,0.796132677,3.765900688,112648.946,0.000248014,7.18E-08,0.001644632,1.78E-07,0.000800183,4.95E-07,0.409902885,0.11914148,0.169894827,0.004524083,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,4.027270873,0.136441888,10.90909091,2.402512307,0.008944759,0.104581369,1.932090959,0.146797003,9.308534976,1.6014082,0.047219948,0.153071211
137,0.909090909,913.1600662,2.727272727,0.909090909,0,7.09E-06,2993.840825,0.000888927,260805.6053,0.189769664,0.378123,0.374898195,1.345419413,1.418472193,2.0436256,175582.5548,0.000827285,1.28E-07,0.007400622,3.96E-07,0.000491657,7.41E-09,0.403690256,0.368906814,0.327953802,0.048249209,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,3.902276833,0.131765967,10.90909091,2.359811277,0.022709078,0.255377799,1.156669927,0.122726657,3.781677993,0.762599192,0.005912942,0.072682117
138,0,1161.865876,1.818181818,0.909090909,0.909090909,4.95E-06,2995.646071,0.000672323,248562.8608,0.334886655,0.127326492,1.338328681,1.169865219,1.103743505,4.25698096,77179.27091,0.000502649,5.42E-07,0.004762696,3.96E-07,0.00054101,8.56E-07,0.448309587,0.143060316,0.238083925,0.032748834,1.026808614,0.508060967,1.65579439,0.403912433,0.045291792,0.312458325,3.54672127,0.459929274,5.156157449,0.769228905,0.20409131,0.538519017,2.299651842,0.968290145,10.90909091,2.203824014,0.083952276,0.407426074
139,0.909090909,857.0774567,0.909090909,0,0,6.03E-06,2739.509727,0.000340421,248743.2813,0.03966258,0.639311818,0.618770252,1.601651454,0.250044843,3.205424069,85714.70085,0.000594545,7.47E-07,0.008175503,2.70E-07,0.000661542,3.06E-07,0.103623358,0.435448868,0.175440018,0.029146612,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,4.001271963,0.131765967,10.90909091,2.275931903,0.010925493,0.131778268,0.968725923,0.206501135,4.46944605,0.840840972,0.305645227,0.528558016
140,0,994.3105431,0,0,0,4.78E-06,2716.988679,0.000520469,257944.7077,0.775696815,0.061659384,1.19772764,0.529872244,0.487320053,0.103342551,165799.6584,0.0007736,5.01E-07,0.000242585,4.95E-07,0.000696361,2.01E-07,0.432175462,0.39279985,0.40672129,0.030871206,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,3.313314644,0.132084032,10.90909091,2.373749546,0.018164254,0.173670067,1.671462066,0.122726657,7.49419079,1.305584659,0.002064074,0.081583549
141,0,1137.194205,-3.636363636,0.909090909,0,4.25E-06,3090.328282,0.000113078,233109.5467,0.063766627,0.161030324,1.47450419,1.316746879,0.331463892,1.723277155,91901.75462,9.88067E-05,9.99E-08,0.007773933,3.58E-07,0.000726045,1.18E-07,0.093034225,0.240191762,0.325654313,0.065029518,1.249808658,0.507714189,1.59999157,0.374199717,0.021849653,0.229954982,3.292414238,0.389196639,4.494042951,0.929447213,0.057598217,0.189093531,2.279769174,0.97622195,10.90909091,2.177714764,0.069638055,0.460643856
142,0.909090909,1179.967398,0,0,0.909090909,3.96E-06,2914.609664,0.000300503,242409.352,0.404469733,0.171217835,0.411658004,0.719328834,0.985134107,2.077642417,94656.10756,0.00028678,2.16E-07,0.003494923,2.04E-07,0.00068786,4.29E-07,0.205276972,0.311873704,0.177044221,0.002605289,1.249808658,0.507714189,1.59999157,0.374199717,0.021849653,0.229954982,3.293071044,0.389196639,4.562769439,0.95721485,0.055964387,0.184039112,2.173643048,0.982209704,10.90909091,2.205346795,0.083325415,0.300853681
143,0,1238.110209,-3.636363636,0.909090909,0,4.03E-06,2737.034586,0.000260456,247356.3987,0.561251424,0.400186119,0.383826039,1.414086907,0.650325529,1.940946633,114671.3095,0.000500862,5.79E-08,0.00632578,6.68E-07,0.000573578,3.03E-07,0.312143383,0.357122503,0.119560751,0.061850147,2.115898168,0.129088574,2.953086376,0.423394926,0.084381171,0.419910519,2.981575938,0.131924918,10.90909091,2.329723619,0.013001503,0.135311924,0.88457151,0.16911355,6.795293507,1.100366071,0.242594534,0.528460242
