,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output
18,1.818181818,1296.487592,-3.636363636,0.909090909,0.909090909,7.81E-06,2639.149342,0.000351431,254263.2259,0.849163263,0.617800861,0.463430635,0.174828798,0.028970833,2.886995489,88150.66567,0.000550085,5.30E-07,0.007552165,7.27E-07,1.85E-05,8.04E-08,0.409278893,0.2430145,0.219121874,0.005625328,2.519123959,0.579516609,3.835649013,0.821252231,0.081527536,0.401152615,3.254588381,0.389196639,6.872428045,1.314395607,0.037365393,0.163360554,2.293230695,0.97622195,10.90909091,2.296845566,0.185915342,0.427355494
19,0.909090909,910.160423,2.727272727,0.909090909,0.909090909,2.54E-06,3034.727045,0.000411391,240481.8747,0.224812046,0.679784126,1.511291901,1.080576788,0.031482592,2.91026951,173499.1845,0.000634433,3.95E-07,0.00324138,1.83E-07,0.000647049,8.54E-07,0.353685168,0.231716705,0.358729281,0.061237842,2.374444486,0.123325965,6.165154976,0.963384644,0.152918025,0.462164203,4.024700479,0.129301887,10.90909091,2.364320768,0.036162993,0.214228835,2.416827594,0.36507459,10.08509349,1.71460228,0.108348046,0.315130934
20,0,1048.557282,1.818181818,0,0.909090909,4.24E-06,2741.100712,0.000835652,257182.8132,0.809636753,0.572471755,0.038898412,0.301322161,0.631347918,4.218402556,219437.7167,0.000826431,2.64E-07,0.003443672,5.55E-07,2.57E-05,2.76E-07,0.152301742,0.189379721,0.094123068,0.02384493,2.374412579,0.123325965,6.431658987,1.008009632,0.252595357,0.501319324,4.024700479,0.179837923,10.90909091,3.122985544,0.22066024,0.377398145,2.29074506,0.136441888,10.90909091,2.329474365,0.067064569,0.448629268
21,0.909090909,834.8607428,-4.545454545,0.909090909,0,7.32E-06,3185.698811,0.000841456,255656.2771,0.021589934,0.091929039,1.624624427,0.299164776,0.605372385,1.226655225,177662.2111,0.000655334,1.96E-07,0.000702792,8.84E-07,0.000173901,7.42E-08,0.289450266,0.158948715,0.30731037,0.071518113,2.25216262,0.123325965,6.612831826,1.037708154,0.290901588,0.506934387,4.024700479,0.179633203,10.90909091,3.067486903,0.27980132,0.412536227,2.27960274,0.131607178,10.90909091,2.151985819,0.023192597,0.216240757
22,0,1132.302797,0.909090909,0.909090909,0,2.80E-06,2674.207739,0.000604107,245462.8768,0.835260125,0.872278539,0.617345581,1.560857283,0.68236358,2.678001098,156825.3219,0.000892499,4.13E-07,0.004114245,4.65E-07,0.000194438,6.80E-07,0.38850303,0.340508241,0.129552558,0.032479388,2.383218159,0.150422319,6.014013192,0.995270264,0.108442845,0.375054637,4.024700479,0.229844067,10.90909091,3.11551475,0.324022339,0.4776378,2.294609363,0.136441888,10.90909091,2.339814247,0.058214318,0.448629268
23,0.909090909,881.9676098,3.636363636,0,0,4.74E-06,3208.093108,0.000103008,241389.2734,0.11762242,0.779309357,0.909859778,0.357697375,1.467400096,3.656436392,77882.21943,0.000232199,8.05E-07,0.001663639,8.10E-07,5.28E-05,3.88E-08,0.134453121,0.20607286,0.363534519,0.052424316,2.374436896,0.123325965,6.261209996,0.984917329,0.177463341,0.476307765,4.024700479,0.148129836,10.90909091,3.230138517,0.079478445,0.38957773,1.568340623,0.127128827,6.953052,1.082098023,0.003590867,0.087084982
24,0,1355.513426,4.545454545,0,0.909090909,7.96E-06,2800.719207,0.000516241,246138.2049,0.415669689,0.79665382,1.348312321,1.814217035,0.070120043,3.607820834,137967.2546,0.000142743,2.91E-07,0.001203728,2.39E-07,0.000605621,9.77E-08,0.345819516,0.300411654,0.314668318,0.012242123,2.374444486,0.123325965,6.165154976,0.963384644,0.152918025,0.462164203,3.596862392,0.369267444,6.594549629,1.334589504,0.048057509,0.2822642,2.296908162,0.985946674,10.90909091,2.312741035,0.400155104,0.505054078
25,1.818181818,840.8178595,-3.636363636,0,0.909090909,8.86E-06,2675.301009,0.000649846,256768.6422,0.780366499,0.702391793,0.989199078,1.228458633,1.395289698,4.182239067,108037.6648,0.00044607,8.78E-07,0.003246882,5.16E-07,4.65E-05,7.41E-07,0.303757115,0.296935924,0.237732755,0.088518924,2.519123959,0.559797575,3.979139602,0.706396981,0.026189883,0.221515909,3.826280048,0.389196639,10.90909091,2.930340049,0.039838114,0.167541578,2.310053153,0.985324122,10.90909091,2.183857306,0.130429396,0.33299951
26,0,836.8313361,-2.727272727,0.909090909,0,5.57E-06,2975.361473,0.000727005,231080.2853,0.34885359,0.21599107,0.172448286,1.547603054,0.497765358,3.907384693,138970.4536,0.000396924,7.35E-08,0.007619966,5.48E-07,0.000597714,1.55E-08,0.091251711,0.151064962,0.21087691,0.037735743,2.101031814,0.559797575,3.789238976,0.68209104,0.018225812,0.212244467,3.250071473,0.399139736,4.95378834,0.937934102,0.06421763,0.21626366,2.283003034,0.772578805,10.90909091,2.242305725,0.280347734,0.498179798
27,0.909090909,1140.679467,0.909090909,0,0.909090909,5.52E-06,3156.883792,0.000239343,248867.8597,0.622231786,0.278586535,1.070971299,1.631418285,1.640103472,1.907076805,122935.9502,0.000411055,7.03E-07,0.000640747,7.21E-07,0.000323125,1.31E-07,0.223647448,0.28100235,0.18375848,0.049068622,2.263302227,0.570024981,3.268156991,0.581233987,0.033237502,0.261010985,2.440864251,0.389196639,10.90909091,2.534180193,0.024744338,0.169100524,2.297771463,0.969546158,10.90909091,2.200464333,0.10953148,0.343779967
28,1.818181818,1133.941044,1.818181818,0,0.909090909,3.34E-07,3134.478732,0.000418578,252546.1407,0.701273955,0.801957206,0.501752939,0.752134314,1.059661465,0.851713974,180167.7483,0.000343083,3.36E-07,0.005982837,4.58E-07,0.000318261,5.54E-07,0.098266933,0.137311683,0.323086183,0.051167182,2.374436896,0.123325965,6.261209996,0.984917329,0.177463341,0.476307765,3.819487785,0.419606879,10.90909091,4.139361203,0.098552758,0.304497276,2.298521594,0.997544744,10.90909091,2.75053508,0.284636983,0.530978383
29,0,1194.033463,-2.727272727,0.909090909,0,2.42E-06,3086.554071,0.000358687,243677.0802,0.58946691,0.00888309,0.076748783,0.723770641,1.179186282,1.307166267,43652.69021,0.000878012,5.41E-07,0.005519344,6.07E-07,0.00079931,8.75E-07,0.290273929,0.239314022,0.453670266,0.018555684,2.374444486,0.123325965,6.165154976,0.963384644,0.152918025,0.462164203,4.024700479,0.1337429,10.90909091,2.59101173,0.04469637,0.259725557,2.416827594,0.996710092,10.90909091,2.319223245,0.110492314,0.333168482
30,1.818181818,1190.379639,-2.727272727,0,0.909090909,4.94E-06,3146.182503,1.97E-05,247887.9878,0.776023956,0.189370685,0.07684944,0.103554779,0.490192633,0.130142799,46473.39175,0.000803984,7.52E-07,0.005854144,2.89E-07,0.000369577,9.49E-08,0.202804617,0.400304045,0.342315135,0.018583129,2.519123959,0.569684988,2.834378342,0.544614095,0.04560374,0.344057315,3.032915771,0.491412512,4.329588102,0.76749455,0.262458587,0.543857511,2.29456272,0.996196764,10.90909091,2.545910277,0.301016623,0.539283179
31,0,1248.51221,3.636363636,0.909090909,0.909090909,8.60E-06,3168.306736,0.000383436,253113.2084,0.535368874,0.894223454,1.418427048,0.469505744,0.960371893,0.274593535,48222.92089,0.000191529,5.77E-07,0.005445381,5.96E-07,0.000809552,2.34E-07,0.41500562,0.403855799,0.139843978,0.0841984,2.519123959,0.559797575,2.961645977,0.586485964,0.020371631,0.185488007,2.984849785,0.408830923,4.335612545,0.857024864,0.061228551,0.215111253,2.29040955,0.713841307,10.90909091,2.195945101,0.230615826,0.472838537
32,0,1070.434785,0.909090909,0,0,5.52E-06,3066.106671,0.000835934,249119.0249,0.3309476,0.893262157,1.564319738,1.347939968,0.27603902,4.401547338,221022.43,0.000236354,2.60E-07,0.006044918,6.13E-07,0.000702827,2.50E-07,0.316199154,0.359226912,0.248950904,0.04280751,2.519123959,0.569684988,4.231340998,1.192596484,0.049099475,0.303984488,3.002653559,0.379671456,8.80274093,2.195785637,0.036462695,0.255474209,2.319861037,0.959331162,10.90909091,2.215365415,0.123049932,0.355440959
33,0.909090909,880.093134,0.909090909,0,0.909090909,8.04E-06,2782.430814,0.000569995,232071.8971,0.440840486,0.683855795,0.884784938,0.979120242,1.760576872,1.534333417,113944.6718,0.000834882,7.31E-07,0.007149599,7.05E-07,0.000660172,6.08E-07,0.45248011,0.323123728,0.128155522,0.000741938,2.374436896,0.123325965,6.261209996,0.984917329,0.177463341,0.476307765,4.187900286,0.1337429,10.90909091,2.699783728,0.034028206,0.195982591,2.292948977,0.997891168,10.90909091,2.334137903,0.445500099,0.522638115
34,1.818181818,1222.479136,4.545454545,0.909090909,0,4.33E-06,2931.768752,0.000809875,253523.1419,0.413083678,0.08378791,0.092357888,1.128467975,1.668700941,4.212239325,26103.89785,0.000374359,6.60E-07,0.001483829,3.98E-07,2.29E-05,4.29E-08,0.117918754,0.313665546,0.420117228,0.041479357,2.519123959,0.560139367,3.758473987,0.718935236,0.035301305,0.201025449,3.293165278,0.399139736,4.659987312,0.967322031,0.039953366,0.193456408,2.28208402,0.940420823,10.90909091,2.102958853,0.225599324,0.470766392
35,1.818181818,1228.157562,2.727272727,0.909090909,0,7.59E-06,3099.077001,0.000134302,239918.7342,0.316426046,0.153541374,0.78025872,1.14155441,0.191818654,2.132000277,18246.37713,0.000227505,1.57E-07,0.008243052,4.52E-07,0.000185142,8.25E-07,0.410951472,0.372825802,0.255643167,0.076553402,2.519123959,0.569684988,3.904928626,1.093256999,0.054721453,0.368681858,2.955220241,0.39880691,4.161714789,0.875134768,0.057943385,0.201176175,2.28158028,0.404811748,10.90909091,2.107367811,0.127649829,0.330075998
36,0.909090909,1245.653073,-2.727272727,0,0,8.29E-06,3114.06383,0.000145094,244349.6742,0.381300101,0.297254937,1.645146367,0.388295301,0.282054913,0.943729706,223651.8079,0.000699259,4.62E-07,0.008401953,1.68E-07,0.000559879,6.95E-07,0.250600134,0.201654981,0.394923814,0.049553697,2.519123959,0.559797575,2.837810655,0.567459317,0.016936044,0.223186729,3.263878708,0.408830923,4.263194858,0.842464909,0.063943497,0.216925094,2.288769957,0.822213787,10.90909091,2.274012392,0.268912709,0.502494779
37,0.909090909,1292.595691,2.727272727,0.909090909,0.909090909,5.95E-06,3052.877097,9.37387E-05,239676.7654,0.042581995,0.6161736,1.514278367,1.814980079,1.817436596,3.409184355,61468.28577,0.000834399,8.42E-07,0.001060847,1.67E-07,0.000392598,5.89E-07,0.091056671,0.119543926,0.306916002,0.032889038,2.383218159,0.150422319,6.014013192,0.995270264,0.108442845,0.375054637,4.024700479,0.1337429,10.90909091,1.902288206,0.06064486,0.27289347,1.002084784,0.122577222,2.686025322,0.615688066,0.004992122,0.11878982
38,0,1302.969857,0.909090909,0.909090909,0.909090909,7.31E-07,2974.647367,0.000637788,241452.4236,0.573956809,0.515773503,0.233869463,0.501053534,1.257121441,0.610542756,100063.4103,0.000583885,2.57E-07,0.004665252,6.50E-07,0.000702288,1.05E-08,0.241380212,0.405554611,0.197069169,0.062316683,2.374436896,0.123325965,6.261209996,0.984917329,0.177463341,0.476307765,4.024700479,0.133903868,10.90909091,2.359913468,0.091931053,0.34991738,2.29864253,0.995182948,10.90909091,2.364190452,0.405837872,0.536557063
39,0,962.0901397,0.909090909,0.909090909,0,4.63E-06,2712.750536,0.000185261,246491.9417,0.220477218,0.496141264,0.053450679,1.025467548,1.445779199,4.416578931,16617.63569,0.000183161,7.34E-07,0.003372656,1.69E-07,0.000253528,2.25E-07,0.39331832,0.151617495,0.154539684,0.030477848,2.519123959,0.559797575,4.102392801,0.729816989,0.03295932,0.245629801,2.977193341,0.39880691,4.686068677,0.944091723,0.044300464,0.203180967,2.181388492,0.655002288,10.90909091,2.026606332,0.115181563,0.292658382
40,0,1031.048832,3.636363636,0.909090909,0.909090909,2.38E-06,2623.006602,0.00018766,243616.7896,0.160078577,0.530068731,0.821292955,0.53429726,1.254464792,0.898366302,99430.54894,0.000836218,1.27E-07,0.002238076,8.30E-07,0.0004572,4.39E-07,0.142156484,0.109201861,0.113607275,0.049739468,2.374412579,0.123325965,6.431658987,1.008009632,0.252595357,0.501319324,4.190002251,0.122373441,10.90909091,2.750652208,0.048957288,0.203875582,2.303238324,0.131448552,10.83979346,1.93067249,0.028909701,0.23527512
41,1.818181818,1141.350228,4.545454545,0.909090909,0.909090909,1.28E-06,2921.0619,0.000885256,248203.3653,0.264377519,0.56426114,0.639816186,0.712110343,1.331220929,1.927882723,37124.64832,0.000401283,8.28E-07,0.003580164,6.05E-07,0.000551846,6.19E-07,0.094781583,0.14158679,0.388497283,0.020626015,1.940645209,0.518112558,3.534302563,0.604970646,0.020599362,0.262406129,4.18424605,0.345680391,10.90909091,2.878082384,0.152618753,0.304872535,2.292475391,0.713841307,10.90909091,2.285899847,0.090717807,0.515854896
42,0,969.2460635,-4.545454545,0,0,2.14E-06,2810.597782,0.000634115,252107.6943,0.592283183,0.689019286,0.634396849,1.333732254,0.012664177,3.985004445,64516.49592,0.000435276,5.53E-07,0.001967633,4.81E-07,0.000808155,1.98E-07,0.169496887,0.447021316,0.213973691,0.075016992,2.383218159,0.150422319,6.014013192,0.995270264,0.108442845,0.375054637,4.359459592,0.122522663,10.90909091,2.61885922,0.013305039,0.115358708,2.303172343,0.131448552,10.74529922,1.894501489,0.03198634,0.2191035
43,0.909090909,1222.847084,-2.727272727,0.909090909,0.909090909,7.76E-06,2769.555372,0.000178978,241516.0861,0.848779342,0.337702328,1.046611994,0.853241605,0.810543759,1.60471462,127498.8632,0.000241405,1.92E-07,0.003893215,6.04E-07,0.000641539,5.84E-07,0.343763805,0.399997858,0.405396959,0.088202877,2.247804006,0.416905299,5.891004484,0.946518104,0.331781881,0.43287594,4.142858233,0.449263472,8.841880681,1.742753022,0.106286056,0.316126955,2.301132548,0.97622195,10.90909091,2.291554996,0.325456113,0.499483569
44,0.909090909,927.8866439,-4.545454545,0,0,4.02E-06,3056.45714,0.000427343,235180.374,0.148931286,0.838794424,0.323902959,1.170022487,1.758320242,3.684344697,143834.9577,0.000439057,4.24E-07,0.000631843,4.42E-07,0.000464102,4.15E-07,0.112276813,0.399763642,0.310567444,0.028392226,2.374444486,0.123325965,6.165154976,0.963384644,0.152918025,0.462164203,4.024700479,0.179837923,10.90909091,3.15451693,0.265846603,0.403320007,1.107415254,0.127128827,2.34612926,0.483052861,0.009417015,0.082675348
45,0,975.3259117,0.909090909,0.909090909,0,3.13E-06,2670.933328,0.000152649,242199.9566,0.821191433,0.714185001,0.472569599,1.812103926,0.56785511,1.710706685,22023.01762,0.000491083,6.96E-07,0.008804517,5.12E-07,0.000264015,4.07E-07,0.112104996,0.090968276,0.344391878,0.017221022,2.229703531,0.539541328,2.38645163,0.451384379,0.051623611,0.252400566,3.563745552,0.39880691,10.90909091,2.818136291,0.049200816,0.216784623,2.315018087,0.988331534,10.90909091,2.17397125,0.292539899,0.47737319
46,0.909090909,1134.621193,2.727272727,0,0,4.54E-06,3042.363809,0.00056504,258138.2131,0.861428432,0.404342058,0.321401594,1.493063087,0.050472933,0.970743128,123955.1843,0.00075591,2.40E-07,0.004882912,3.86E-08,0.000607149,6.49E-07,0.099812227,0.341826173,0.138329479,0.087317258,1.314430282,0.518458943,2.694838435,0.457197851,0.087774538,0.381060312,3.824081736,0.399139736,10.90909091,3.363243049,0.052938836,0.216788687,2.29893601,0.995182948,10.90909091,2.553140492,0.338274323,0.505772707
47,0,963.8754042,2.727272727,0,0.909090909,5.13E-06,3168.306992,0.000282696,240534.8932,0.45205167,0.282587709,0.743505816,1.066615048,0.692528282,4.233219413,121346.1279,0.000825155,5.46E-07,0.005637974,6.38E-07,0.000507123,7.13E-07,0.29451333,0.374364524,0.23002601,0.073510848,1.241605953,0.539196663,2.330439236,0.535823397,0.091638155,0.271032997,2.956471049,0.38886673,10.85878957,1.793894136,0.034392364,0.150067047,2.318914433,0.969546158,10.90909091,2.181502807,0.079650058,0.382727169
48,0,1132.628972,2.727272727,0,0.909090909,4.95E-06,3210.638811,0.000368671,252520.4958,0.170389357,0.889420349,1.629274,1.234773202,1.068050879,1.685725148,173615.7643,0.000840655,5.23E-08,0.0051928,7.76E-07,0.000103474,4.74E-07,0.373564754,0.303912229,0.368894351,0.026599148,2.395971815,0.570024981,3.118555038,0.601989719,0.05661205,0.332869843,3.960229186,0.39880691,10.90909091,1.944696105,0.026135645,0.187442796,2.296145356,0.993753895,10.90909091,2.359907883,0.243154106,0.427262156
49,0,1043.899044,0.909090909,0,0.909090909,4.71E-06,2930.154034,0.000585288,259515.1473,0.373247053,0.512674596,1.304997894,0.774067263,0.56328802,4.432206452,50832.01701,0.000120907,2.71E-08,0.002659149,2.55E-07,0.000846193,6.35E-07,0.186677281,0.176486765,0.29347149,0.022441135,2.374444486,0.123325965,6.165154976,0.963384644,0.152918025,0.462164203,4.184500558,0.129301887,10.90909091,2.647389554,0.036876469,0.205899571,2.290504103,0.989389973,10.90909091,2.375539804,0.431344068,0.534005207
50,1.818181818,1357.029048,-2.727272727,0,0.909090909,4.97E-06,3000.195291,5.66E-05,261561.9117,0.308673546,0.655957593,1.577317822,0.077915351,0.701074245,4.048628091,12716.01339,0.000826651,3.46E-08,0.00392922,7.28E-07,0.000279964,8.24E-07,0.120469853,0.280865021,0.325373072,0.076000609,2.38889458,0.539541328,2.429115181,0.511947017,0.090972141,0.271149486,3.975816206,0.379671456,6.794934886,1.539387741,0.025972321,0.254858254,2.297744189,0.985946674,10.90909091,2.298723458,0.321900343,0.500185142
